step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1
350,350,1.9948668e-4,1.866070,6.4628,8916.54,8.8784,0.008763,0.022639
360,360,1.9945696e-4,1.756967,5.7948,8607.61,8.8531,0.008880,0.022132
370,370,1.994264e-4,1.701811,5.4839,8687.01,8.6431,0.009335,0.022665
380,380,1.9939501e-4,1.684164,5.3879,8476.42,8.7270,0.010016,0.022880
390,390,1.993628e-4,1.781294,5.9375,8534.94,8.7084,0.010129,0.023507
400,400,1.9932975e-4,1.757370,5.7972,9026.02,8.9909,0.009152,0.022569
410,410,1.9929587e-4,1.701227,5.4807,8845.06,8.8021,0.009150,0.021538
420,420,1.9926114e-4,1.703570,5.4935,8225.76,8.7486,0.009115,0.022456
430,430,1.992256e-4,1.654985,5.2330,8672.72,8.8244,0.009340,0.021788
440,440,1.991892e-4,1.671986,5.3227,8575.88,8.7572,0.009712,0.021494
450,450,1.99152e-4,1.621016,5.0582,6580.20,6.5712,0.009491,0.021266
460,460,1.9911396e-4,1.547424,4.6994,5987.52,5.9793,0.009811,0.020653
470,470,1.9907509e-4,1.414861,4.1159,5765.88,6.0125,0.010066,0.019530
480,480,1.9903539e-4,1.523899,4.5901,6031.42,5.9789,0.010584,0.021747
490,490,1.9899487e-4,1.621243,5.0594,5827.62,6.0180,0.011184,0.022538
500,500,1.989535e-4,1.747338,5.7393,5852.41,5.9595,0.011108,0.023697
510,510,1.9891132e-4,1.482272,4.4029,5988.60,5.9793,0.010268,0.020448
520,520,1.988683e-4,1.570565,4.8094,6051.40,6.0267,0.010535,0.021248
530,530,1.9882445e-4,1.510810,4.5304,6006.34,5.9935,0.010700,0.020706
540,540,1.9877979e-4,1.590542,4.9064,5458.19,5.9346,0.010814,0.021374
550,550,1.9873428e-4,1.685093,5.3930,6077.14,6.0230,0.010545,0.021926
560,560,1.9868797e-4,1.705415,5.5037,5654.67,6.1261,0.010430,0.021099
570,570,1.9864082e-4,1.693407,5.4380,6138.10,6.0858,0.010522,0.020981
580,580,1.9859284e-4,1.683999,5.3871,5841.24,6.0688,0.010701,0.020759
590,590,1.9854403e-4,1.602475,4.9653,5923.85,5.8711,0.011179,0.021714
600,600,1.9849441e-4,1.633937,5.1240,5501.49,5.9476,0.010899,0.021325
610,610,1.9844396e-4,1.673938,5.3331,6117.04,6.0861,0.010361,0.021863
620,620,1.9839269e-4,1.567218,4.7933,6080.10,6.0517,0.009795,0.020136
630,630,1.9834058e-4,1.484991,4.4149,6121.95,6.1076,0.009735,0.018941
640,640,1.9828767e-4,1.471146,4.3542,6088.23,6.0575,0.010185,0.019472
650,650,1.9823393e-4,1.423263,4.1506,5725.31,6.0106,0.011065,0.019829
660,660,1.9817938e-4,1.549721,4.7102,5935.82,5.9208,0.011387,0.022034
670,670,1.9812399e-4,1.428729,4.1734,6048.64,5.9971,0.010834,0.019765
680,680,1.9806778e-4,1.453058,4.2762,5955.06,5.9319,0.011048,0.020331
690,690,1.9801076e-4,1.603779,4.9718,5630.91,6.0026,0.011828,0.021203
700,700,1.9795292e-4,1.425460,4.1598,5962.95,5.9444,0.011096,0.020155
710,710,1.9789426e-4,1.629997,5.1039,5586.53,6.0331,0.012236,0.021834
720,720,1.9783479e-4,1.446812,4.2495,6133.09,6.1128,0.010735,0.018567
730,730,1.9777448e-4,1.423944,4.1535,5561.14,5.9893,0.012197,0.019955
740,740,1.9771337e-4,1.445798,4.2452,6032.92,5.9955,0.012544,0.020613
750,750,1.9765143e-4,1.562238,4.7695,6146.39,6.1035,0.011651,0.020925
760,760,1.975887e-4,1.430393,4.1803,5816.21,6.0318,0.011443,0.019641
770,770,1.9752514e-4,1.373288,3.9483,5816.76,6.0618,0.011746,0.019271
780,780,1.9746076e-4,1.398406,4.0487,6100.59,6.0816,0.012760,0.018963
790,790,1.9739557e-4,1.386918,4.0025,5719.19,6.1751,0.013238,0.019199
800,800,1.9732956e-4,1.607696,4.9913,6096.28,6.0702,0.011467,0.021385
810,810,1.9726275e-4,1.436970,4.2079,6100.53,6.0732,0.011257,0.019790
820,820,1.9719511e-4,1.478144,4.3848,5610.19,6.0998,0.012049,0.020260
830,830,1.9712668e-4,1.504878,4.5036,5854.12,6.0909,0.012008,0.019748
840,840,1.9705744e-4,1.523596,4.5887,6115.49,6.0763,0.011459,0.020533
850,850,1.9698737e-4,1.474513,4.3689,5820.24,6.1178,0.011763,0.019851
860,860,1.969165e-4,1.591612,4.9117,6002.91,6.0371,0.011890,0.021162
870,870,1.9684482e-4,1.382155,3.9835,5621.75,6.0406,0.011418,0.019709
880,880,1.9677235e-4,1.406885,4.0832,6148.08,6.0981,0.012369,0.019437
890,890,1.9669905e-4,1.379717,3.9738,6107.70,6.0792,0.012279,0.019983
900,900,1.9662495e-4,1.518516,4.5654,5974.05,6.2308,0.012320,0.020484
910,910,1.9655006e-4,1.481631,4.4001,6209.56,6.1722,0.011735,0.020058
920,920,1.9647436e-4,1.358793,3.8915,5554.18,6.1433,0.011830,0.019460
930,930,1.9639783e-4,1.416466,4.1225,6109.05,6.0758,0.013021,0.020348
940,940,1.9632051e-4,1.424806,4.1571,5643.74,6.1233,0.012506,0.020038
950,950,1.962424e-4,1.539049,4.6602,6002.56,6.0214,0.012592,0.021215
960,960,1.9616348e-4,1.507567,4.5157,6074.34,6.0448,0.012652,0.020711
970,970,1.9608375e-4,1.197142,3.3106,6089.09,6.0607,0.011283,0.017004
980,980,1.9600324e-4,1.554407,4.7323,6054.30,6.0638,0.012936,0.021920
990,990,1.9592191e-4,1.363818,3.9111,6108.09,6.0761,0.011991,0.019448
1000,1000,1.9583979e-4,1.296081,3.6549,6121.69,6.0754,0.011835,0.018312
1010,1010,1.9575687e-4,1.391451,4.0207,5909.13,6.0801,0.012529,0.019161
1020,1020,1.9567317e-4,1.678536,5.3577,6105.48,6.0758,0.012475,0.022776
1030,1030,1.9558865e-4,1.604917,4.9774,6121.77,6.0838,0.011498,0.020785
1040,1040,1.9550335e-4,1.542319,4.6754,6134.75,6.1049,0.011318,0.019851
1050,1050,1.9541725e-4,1.326861,3.7692,6074.58,6.0357,0.011497,0.018314
1060,1060,1.9533036e-4,1.268637,3.5560,6072.06,6.0285,0.011947,0.018246
1070,1070,1.9524267e-4,1.325459,3.7639,5531.00,6.0718,0.012509,0.018994
1080,1080,1.9515419e-4,1.294826,3.6504,5881.60,6.0885,0.012667,0.018833
1090,1090,1.9506492e-4,1.421228,4.1422,6190.65,6.1582,0.012639,0.019995
1100,1100,1.9497485e-4,1.428673,4.1732,5583.70,6.0969,0.013368,0.019540
1110,1110,1.94884e-4,1.310158,3.7068,6115.21,6.0561,0.012914,0.019022
1120,1120,1.9479237e-4,1.317635,3.7346,6071.68,6.1632,0.012589,0.019109
1130,1130,1.9469995e-4,1.156292,3.1781,6138.20,6.0953,0.012416,0.016805
1140,1140,1.9460674e-4,1.373340,3.9485,5662.04,6.1720,0.013517,0.019180
1150,1150,1.9451273e-4,1.475247,4.3721,6201.83,6.1909,0.011864,0.019551
1160,1160,1.9441797e-4,1.290402,3.6342,6120.26,6.1155,0.011433,0.017567
1170,1170,1.9432239e-4,1.362902,3.9075,6152.60,6.1275,0.012297,0.018139
1180,1180,1.9422604e-4,1.574582,4.8287,6015.56,6.0977,0.012490,0.020165
1190,1190,1.9412891e-4,1.443997,4.2376,5772.31,6.0636,0.012164,0.018853
1200,1200,1.9403099e-4,1.293833,3.6467,6091.11,6.0299,0.011981,0.017259
1210,1210,1.939323e-4,1.285883,3.6179,6109.64,6.0894,0.012187,0.017205
1220,1220,1.9383284e-4,1.430242,4.1797,6015.38,6.1169,0.012391,0.018695
1230,1230,1.9373259e-4,1.401449,4.0611,6038.51,6.0092,0.011905,0.018724
1240,1240,1.9363155e-4,1.309718,3.7051,5793.79,5.9663,0.012607,0.018168
1250,1250,1.9352975e-4,1.276116,3.5827,5712.53,6.0144,0.013623,0.018049
1260,1260,1.9342717e-4,1.289486,3.6309,6003.16,5.9786,0.012398,0.017376
1270,1270,1.9332382e-4,1.183979,3.2673,6043.62,5.9910,0.011624,0.016461
1280,1280,1.932197e-4,1.249190,3.4875,5543.49,6.0699,0.013118,0.017256
1290,1290,1.931148e-4,1.276947,3.5857,6107.52,6.0708,0.012713,0.016767
1300,1300,1.9300914e-4,1.263550,3.5380,6085.60,6.0338,0.011832,0.016866
1310,1310,1.929027e-4,1.246675,3.4788,6055.87,6.0229,0.012074,0.016549
1320,1320,1.927955e-4,1.202879,3.3297,6040.62,5.9810,0.012359,0.017092
1330,1330,1.9268753e-4,1.217438,3.3785,6044.90,6.0237,0.012632,0.016931
1340,1340,1.9257878e-4,1.137998,3.1205,5988.23,5.9801,0.012319,0.015562
1350,1350,1.9246926e-4,1.130762,3.0980,5512.91,6.0480,0.012582,0.015492
1360,1360,1.92359e-4,1.511911,4.5354,6115.36,6.0597,0.013582,0.019688
1370,1370,1.9224797e-4,1.393505,4.0289,6080.10,6.0506,0.013203,0.017717
1380,1380,1.9213617e-4,1.389713,4.0137,6049.58,6.0378,0.012394,0.017775
1390,1390,1.9202361e-4,1.374429,3.9528,6096.39,6.0644,0.012625,0.017171
1400,1400,1.919103e-4,1.298445,3.6636,5715.10,6.0023,0.013053,0.017406
1410,1410,1.9179622e-4,1.290143,3.6333,6071.33,6.0266,0.012378,0.017263
1420,1420,1.9168138e-4,1.136719,3.1165,5538.21,5.9974,0.012426,0.015240
1430,1430,1.9156579e-4,1.189449,3.2853,6070.27,6.0291,0.012957,0.016650
1440,1440,1.9144944e-4,1.270087,3.5612,6015.63,5.9841,0.013590,0.017957
1450,1450,1.9133235e-4,1.264993,3.5431,5565.39,5.9876,0.014143,0.017614
1460,1460,1.9121448e-4,1.362806,3.9071,6013.24,5.9910,0.013576,0.018192
1470,1470,1.9109588e-4,1.265230,3.5439,5466.18,6.0006,0.013499,0.016752
1480,1480,1.9097653e-4,1.213308,3.3646,6049.47,5.9817,0.013603,0.016831
1490,1490,1.9085642e-4,1.346149,3.8426,5440.35,5.9620,0.014394,0.018861
1500,1500,1.9073555e-4,1.260599,3.5275,6041.31,6.0026,0.012889,0.017270
1510,1510,1.9061395e-4,1.277937,3.5892,5801.90,6.0353,0.013659,0.017428
1520,1520,1.9049158e-4,1.368594,3.9298,5588.05,6.0195,0.013796,0.018592
1530,1530,1.9036849e-4,1.373513,3.9492,5570.53,5.9643,0.013586,0.018241
1540,1540,1.9024465e-4,1.622869,5.0676,6081.08,6.0716,0.013310,0.020450
1550,1550,1.9012007e-4,1.441464,4.2269,6094.26,6.0765,0.011905,0.017569
1560,1560,1.8999475e-4,1.344584,3.8366,6125.77,6.1007,0.012237,0.016087
1570,1570,1.8986869e-4,1.385581,3.9971,6100.46,6.0485,0.012670,0.017943
1580,1580,1.8974188e-4,1.371623,3.9417,6077.34,6.0408,0.011942,0.017666
1590,1590,1.8961434e-4,1.253465,3.5025,5646.47,6.0506,0.012025,0.015857
1600,1600,1.8948606e-4,1.411267,4.1011,5590.48,6.0836,0.012946,0.018643
1610,1610,1.8935704e-4,1.392963,4.0268,5708.10,6.0408,0.013188,0.018128
1620,1620,1.892273e-4,1.312224,3.7144,6031.60,6.0070,0.012854,0.017325
1630,1630,1.8909683e-4,1.210334,3.3546,6077.59,6.0575,0.013033,0.016181
1640,1640,1.8896561e-4,1.341300,3.8240,6037.58,6.0012,0.013919,0.018350
1650,1650,1.8883367e-4,1.408123,4.0883,5929.07,6.1179,0.012919,0.018678
1660,1660,1.88701e-4,1.331444,3.7865,6089.93,6.0627,0.012215,0.018360
1670,1670,1.8856762e-4,1.290155,3.6333,5797.42,6.1126,0.012633,0.017093
1680,1680,1.8843349e-4,1.438983,4.2164,6152.11,6.1726,0.012934,0.018804
1690,1690,1.8829864e-4,1.360377,3.8977,6223.01,6.1976,0.012620,0.017131
1700,1700,1.8816307e-4,1.350050,3.8576,6197.24,6.1815,0.012066,0.016882
1710,1710,1.8802677e-4,1.293823,3.6467,6149.52,6.1979,0.012488,0.016038
1720,1720,1.8788976e-4,1.199859,3.3196,6160.68,6.1165,0.013328,0.016572
1730,1730,1.8775203e-4,1.229860,3.4208,5849.65,6.1223,0.013853,0.016543
1740,1740,1.8761356e-4,1.377986,3.9669,6168.83,6.1412,0.013391,0.017981
1750,1750,1.874744e-4,1.175725,3.2405,5511.64,6.0844,0.013100,0.015889
1760,1760,1.8733453e-4,1.097135,2.9956,6096.60,6.0611,0.013195,0.015176
1770,1770,1.8719393e-4,1.131171,3.0993,5712.00,6.0562,0.014216,0.016474
1780,1780,1.8705262e-4,1.244529,3.4713,6110.33,6.0783,0.013149,0.017492
1790,1790,1.869106e-4,1.341444,3.8246,5805.38,6.0660,0.013921,0.018732
1800,1800,1.8676787e-4,1.258695,3.5208,5573.46,6.0419,0.013814,0.017793
1810,1810,1.8662443e-4,1.236238,3.4426,5775.87,6.1024,0.013705,0.017022
1820,1820,1.8648028e-4,1.384571,3.9931,6128.72,6.1049,0.013428,0.018965
1830,1830,1.8633543e-4,1.239644,3.4544,6026.06,6.1120,0.013292,0.017144
1840,1840,1.8618988e-4,1.368606,3.9299,6152.90,6.1361,0.013859,0.018617
1850,1850,1.8604362e-4,1.265518,3.5449,5694.72,6.0820,0.013739,0.017362
1860,1860,1.8589666e-4,1.322130,3.7514,6007.82,6.0255,0.014092,0.017763
1870,1870,1.85749e-4,1.235595,3.4404,6003.68,5.9687,0.013494,0.016459
1880,1880,1.8560066e-4,1.278225,3.5903,5958.92,5.9380,0.013987,0.016873
1890,1890,1.854516e-4,1.241587,3.4611,5988.88,6.1191,0.013569,0.016918
1900,1900,1.8530183e-4,1.227628,3.4131,6042.19,6.1126,0.013380,0.016168
1910,1910,1.8515141e-4,1.350500,3.8594,6031.10,6.0123,0.013535,0.018272
1920,1920,1.8500026e-4,1.250148,3.4909,6072.64,6.0373,0.012166,0.016543
1930,1930,1.8484844e-4,1.221143,3.3911,6050.75,6.0390,0.012684,0.015872
1940,1940,1.8469592e-4,1.228736,3.4169,6072.81,6.0621,0.012714,0.015962
1950,1950,1.8454272e-4,1.261418,3.5304,6009.34,5.9778,0.013434,0.016963
1960,1960,1.8438883e-4,1.339347,3.8166,5791.72,6.0815,0.013966,0.017319
1970,1970,1.8423426e-4,1.271445,3.5660,5714.02,6.0747,0.013262,0.016236
1980,1980,1.8407899e-4,1.403613,4.0699,6025.83,6.0059,0.013887,0.018498
1990,1990,1.8392305e-4,1.359790,3.8954,5704.99,6.0350,0.013872,0.018002
2000,2000,1.8376643e-4,1.205686,3.3391,6056.29,6.0175,0.013347,0.015728
2010,2010,1.8360914e-4,1.301748,3.6757,6051.73,6.0083,0.012966,0.016963
2020,2020,1.8345116e-4,1.355924,3.8803,6249.38,6.2154,0.013248,0.017593
2030,2030,1.8329252e-4,1.299851,3.6687,5913.16,6.2065,0.012551,0.016979
2040,2040,1.8313319e-4,1.140247,3.1275,6118.24,6.0838,0.012704,0.015151
2050,2050,1.8297319e-4,1.172657,3.2306,5794.04,6.0666,0.014412,0.016650
2060,2060,1.8281252e-4,1.246230,3.4772,5642.30,6.0831,0.014666,0.016938
2070,2070,1.8265119e-4,1.288478,3.6273,6096.31,6.0773,0.013971,0.017659
2080,2080,1.8248918e-4,1.217473,3.3786,6121.45,6.1000,0.013560,0.016171
2090,2090,1.823265e-4,1.221951,3.3938,6007.82,5.9705,0.013931,0.017442
2100,2100,1.8216317e-4,1.169339,3.2199,6055.32,6.0236,0.013802,0.017260
2110,2110,1.8199917e-4,1.458241,4.2984,5703.36,6.0874,0.014233,0.019824
2120,2120,1.8183452e-4,1.309812,3.7055,5589.15,5.9930,0.013956,0.017294
2130,2130,1.816692e-4,1.203755,3.3326,5732.23,5.9982,0.013709,0.016207
2140,2140,1.8150322e-4,1.403892,4.0710,6206.31,6.1726,0.014334,0.018000
2150,2150,1.8133657e-4,1.283953,3.6109,5586.39,6.0534,0.014120,0.016928
2160,2160,1.811693e-4,1.320637,3.7458,5805.50,6.0910,0.014199,0.017303
