step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
380,95,4.75e-4,2.480035,11.9417,1534.89,0.8594,0.097915,0.048230,13.026006,0.052108,0.049752,0.039989,0.046139,0.044997,0.042200,0.044962,0.074967
390,97,4.8500003e-4,2.431577,11.3768,1384.95,0.8523,0.096037,0.046616,12.584040,0.040742,0.043021,0.043232,0.041637,0.043037,0.042941,0.043568,0.076302
400,100,5e-4,2.342434,10.4065,1421.18,0.8638,0.095791,0.045419,12.191767,0.049515,0.039407,0.042578,0.040539,0.043984,0.040546,0.041802,0.064217
410,102,5e-4,2.363445,10.6275,1229.16,0.8622,0.096426,0.045216,12.435980,0.038845,0.038273,0.041109,0.041388,0.040297,0.041734,0.042492,0.059597
420,105,5e-4,2.333995,10.3191,1401.98,0.8657,0.095491,0.043270,12.013994,0.042915,0.039063,0.039616,0.040523,0.038318,0.039975,0.043981,0.053452
430,107,5e-4,2.196601,8.9944,1187.44,0.8673,0.093394,0.042488,11.155384,0.040842,0.035036,0.038508,0.038349,0.038495,0.038517,0.042274,0.067100
440,110,5e-4,2.197812,9.0053,1125.44,0.8879,0.093898,0.041479,11.205467,0.041047,0.040775,0.034161,0.040282,0.037213,0.037690,0.039378,0.061692
450,112,5e-4,2.235514,9.3513,1530.98,0.8302,0.096511,0.042465,11.750162,0.050787,0.034446,0.042065,0.036686,0.040131,0.039917,0.039621,0.050007
460,115,5e-4,2.144512,8.5379,1345.49,0.8377,0.096041,0.041564,11.405127,0.036885,0.040950,0.041141,0.036319,0.038949,0.038361,0.038293,0.055805
470,117,5e-4,2.160979,8.6796,1589.94,0.8256,0.096836,0.041178,11.206976,0.040768,0.035365,0.036338,0.038588,0.038411,0.038011,0.038611,0.050877
480,120,5e-4,2.104157,8.2002,1131.99,0.8767,0.096446,0.040330,10.833012,0.035859,0.035510,0.036979,0.036900,0.038028,0.037060,0.038238,0.069328
490,122,5e-4,2.062124,7.8627,1164.18,0.8581,0.096959,0.041451,10.634424,0.038437,0.037179,0.033456,0.039251,0.036691,0.037332,0.039762,0.069553
500,125,5e-4,2.097030,8.1420,1443.91,0.8477,0.096557,0.040364,11.129990,0.041829,0.037560,0.036950,0.038235,0.036845,0.036846,0.037349,0.047678
510,127,5e-4,2.055018,7.8070,1258.48,0.8485,0.096555,0.039959,10.639303,0.031112,0.039331,0.037930,0.037593,0.037296,0.037554,0.038984,0.046205
520,130,5e-4,2.001560,7.4006,1695.64,0.8840,0.096992,0.039851,10.144539,0.034429,0.037557,0.035565,0.035652,0.037207,0.037115,0.037642,0.053620
530,132,5e-4,1.936842,6.9368,1445.04,0.8522,0.097085,0.039970,9.854616,0.048420,0.039928,0.032765,0.038151,0.036751,0.036472,0.038475,0.056403
540,135,5e-4,1.967844,7.1552,1244.46,0.8733,0.098769,0.040311,10.414595,0.039322,0.037382,0.035807,0.036757,0.037500,0.038095,0.038011,0.054109
550,137,5e-4,1.911087,6.7604,1317.66,0.8533,0.098249,0.040481,9.999100,0.039413,0.035973,0.036776,0.040051,0.038563,0.037532,0.038006,0.048826
560,140,5e-4,1.927836,6.8746,1290.52,0.8927,0.099204,0.041070,10.006269,0.043157,0.037430,0.036124,0.036831,0.036119,0.038074,0.039077,0.055556
570,142,5e-4,1.887645,6.6038,1686.50,0.8100,0.099271,0.041964,9.986272,0.038926,0.040460,0.043029,0.039722,0.039960,0.039419,0.040388,0.051372
580,145,5e-4,1.814745,6.1395,1308.61,0.8692,0.098763,0.041079,9.388481,0.044804,0.036494,0.037546,0.037528,0.039030,0.037083,0.038525,0.054013
590,147,5e-4,1.836361,6.2737,1136.08,0.8281,0.102456,0.043274,9.781568,0.046778,0.038254,0.045278,0.038602,0.040552,0.039887,0.040712,0.056066
600,150,5e-4,1.788359,5.9796,1248.08,0.8737,0.103127,0.044662,9.335663,0.038351,0.042113,0.043255,0.041192,0.040186,0.042068,0.041419,0.058615
610,152,5e-4,1.818385,6.1619,1196.09,0.8579,0.104662,0.044410,9.439169,0.043822,0.052489,0.038093,0.041735,0.042383,0.042057,0.040869,0.056638
620,155,5e-4,1.775695,5.9044,1281.20,0.8620,0.106055,0.046127,9.258672,0.053107,0.043616,0.045292,0.042528,0.042550,0.043065,0.045071,0.055614
630,157,5e-4,1.763549,5.8331,1445.55,0.8491,0.105598,0.045446,9.045294,0.040788,0.043875,0.038647,0.041704,0.038738,0.040529,0.043399,0.055711
640,160,5e-4,1.743062,5.7148,1549.06,0.8426,0.106584,0.045591,8.927473,0.040935,0.045936,0.041944,0.044529,0.040603,0.043275,0.044057,0.066578
650,162,5e-4,1.726270,5.6197,1160.15,0.8575,0.104913,0.044722,9.037363,0.046881,0.040701,0.042942,0.040372,0.039147,0.041168,0.043852,0.058073
660,165,5e-4,1.732731,5.6561,1576.93,0.8314,0.107634,0.046782,9.159170,0.044376,0.046612,0.046770,0.041458,0.045393,0.042730,0.045087,0.052418
670,167,5e-4,1.697624,5.4610,1533.73,0.8430,0.106908,0.046900,8.763232,0.036400,0.048814,0.042025,0.039623,0.042923,0.042239,0.045034,0.058754
680,170,5e-4,1.748613,5.7466,1529.89,0.8703,0.110028,0.048198,8.912693,0.058637,0.047598,0.043791,0.043162,0.045099,0.043342,0.046674,0.057720
690,172,5e-4,1.687195,5.4043,1186.72,0.8593,0.109886,0.048993,8.697130,0.045970,0.044526,0.038533,0.042994,0.044738,0.044770,0.046820,0.065426
700,175,5e-4,1.648669,5.2001,1508.65,0.8747,0.108456,0.047833,8.516066,0.049652,0.045270,0.041995,0.043084,0.042533,0.043771,0.048509,0.073676
710,177,5e-4,1.690382,5.4216,1525.00,0.8172,0.111022,0.050618,8.943326,0.048746,0.046318,0.045037,0.043914,0.047430,0.048429,0.047696,0.060962
720,180,5e-4,1.608143,4.9935,1240.43,0.9115,0.110289,0.048622,8.172603,0.047551,0.042489,0.045679,0.040956,0.041975,0.045241,0.047689,0.066779
730,182,5e-4,1.629844,5.1031,1306.81,0.8408,0.110840,0.048277,8.614986,0.050703,0.046540,0.046422,0.041970,0.044853,0.044073,0.046902,0.060692
740,185,5e-4,1.565139,4.7833,1552.30,0.8540,0.109486,0.047834,8.072801,0.049662,0.045809,0.047237,0.046160,0.042976,0.044443,0.045051,0.061541
750,187,5e-4,1.625786,5.0824,1532.62,0.8346,0.114892,0.051550,8.366009,0.046788,0.040204,0.043254,0.046230,0.046552,0.046221,0.049506,0.069339
760,190,5e-4,1.614951,5.0276,1358.59,0.8710,0.115623,0.050647,8.453512,0.044191,0.046606,0.045507,0.043992,0.044318,0.047577,0.048778,0.065888
770,192,5e-4,1.662930,5.2747,1145.39,0.8255,0.119416,0.052853,8.893610,0.048429,0.047404,0.049220,0.046469,0.045633,0.049451,0.052024,0.066066
780,195,5e-4,1.553799,4.7294,1439.50,0.8241,0.117308,0.052426,8.217169,0.053076,0.044677,0.048812,0.047528,0.048330,0.048296,0.051052,0.066078
790,197,5e-4,1.518566,4.5657,1159.74,0.8409,0.115190,0.051627,7.884473,0.055233,0.045476,0.051963,0.046174,0.046448,0.047292,0.049839,0.081146
800,200,5e-4,1.634917,5.1290,1267.09,0.8483,0.117489,0.053077,8.667769,0.056019,0.045488,0.049619,0.044380,0.046793,0.049035,0.050759,0.077745
810,202,5e-4,1.573718,4.8246,1463.14,0.8188,0.118157,0.054139,8.189017,0.048189,0.048362,0.051324,0.045887,0.049998,0.050102,0.051428,0.067197
820,205,5e-4,1.483373,4.4078,1386.58,0.8733,0.114574,0.052255,7.521358,0.049176,0.043633,0.049175,0.048458,0.047178,0.048918,0.051541,0.060814
830,207,5e-4,1.511469,4.5334,1238.77,0.8461,0.118182,0.054387,7.827361,0.051699,0.047827,0.048728,0.046223,0.048427,0.048915,0.053655,0.068140
840,210,5e-4,1.506445,4.5107,1041.69,0.9054,0.119050,0.056347,7.656116,0.048787,0.054167,0.049031,0.046599,0.049030,0.051541,0.056853,0.091301
850,212,5e-4,1.477565,4.3823,1657.74,0.8697,0.120385,0.056258,7.526208,0.049677,0.055205,0.050560,0.047859,0.050071,0.050888,0.054815,0.069069
860,215,5e-4,1.504949,4.5039,1395.05,0.8705,0.120495,0.056265,7.770402,0.061804,0.052907,0.052240,0.051299,0.052970,0.053133,0.052209,0.063958
870,217,5e-4,1.470129,4.3498,1543.61,0.8436,0.119179,0.055542,7.537560,0.044030,0.062244,0.048800,0.051001,0.050766,0.051447,0.053646,0.067781
880,220,5e-4,1.552830,4.7248,1245.32,0.8688,0.121946,0.058956,8.072350,0.048723,0.056376,0.050862,0.058446,0.051937,0.055895,0.057249,0.084810
890,222,5e-4,1.479563,4.3910,1488.55,0.8523,0.122002,0.056092,7.627252,0.049757,0.048849,0.050716,0.063231,0.052199,0.053262,0.052647,0.063022
900,225,5e-4,1.500872,4.4856,1376.01,0.8495,0.124816,0.058572,7.889915,0.063410,0.050240,0.055158,0.056042,0.053976,0.054718,0.057498,0.079092
910,227,5e-4,1.473415,4.3641,1228.60,0.8821,0.126152,0.060131,7.632153,0.052508,0.055884,0.051061,0.054770,0.056202,0.054031,0.059129,0.092929
920,230,5e-4,1.508505,4.5200,1557.55,0.8793,0.121779,0.058004,7.750150,0.067338,0.047282,0.056055,0.049157,0.052211,0.054871,0.055613,0.073024
930,232,5e-4,1.492991,4.4504,1306.58,0.8567,0.122268,0.057940,7.698058,0.055855,0.049348,0.056075,0.052580,0.054510,0.054830,0.055069,0.069024
940,235,5e-4,1.472388,4.3596,1242.06,0.8708,0.122411,0.059897,7.735429,0.054710,0.060344,0.062013,0.054220,0.054569,0.054850,0.058299,0.081672
950,237,5e-4,1.388711,4.0097,1229.24,0.8827,0.123151,0.058318,7.162088,0.059165,0.053016,0.055357,0.047370,0.052508,0.056796,0.057159,0.080732
960,240,5e-4,1.378017,3.9670,1244.34,0.8959,0.121819,0.056949,7.064965,0.045868,0.056041,0.050650,0.052072,0.054629,0.052889,0.054886,0.071903
970,242,5e-4,1.472330,4.3594,1233.71,0.8587,0.124620,0.061141,7.697596,0.047877,0.053949,0.049674,0.053696,0.053807,0.056673,0.059549,0.083089
980,245,5e-4,1.477391,4.3815,1296.85,0.8652,0.125342,0.059951,7.823791,0.066271,0.061514,0.055962,0.053806,0.055474,0.057061,0.057999,0.067975
990,247,5e-4,1.409912,4.0956,1226.40,0.8655,0.124242,0.060906,7.342227,0.052975,0.055211,0.053428,0.057163,0.054132,0.056947,0.057959,0.073764
1000,250,5e-4,1.564563,4.7806,1297.86,0.8477,0.131940,0.065046,8.554123,0.066526,0.065231,0.059152,0.058816,0.062558,0.059996,0.061733,0.083378
1010,252,5e-4,1.408236,4.0887,1294.57,0.8505,0.127498,0.062032,7.290231,0.050112,0.056183,0.054145,0.050894,0.057184,0.056133,0.061270,0.079318
1020,255,5e-4,1.431906,4.1867,1464.78,0.8735,0.129639,0.062427,7.352386,0.061797,0.061540,0.061002,0.054692,0.060011,0.059271,0.059212,0.073986
1030,257,5e-4,1.373647,3.9497,1743.94,0.8390,0.129100,0.061247,7.069520,0.052681,0.061686,0.065869,0.056439,0.058160,0.057734,0.057679,0.067530
1040,260,5e-4,1.336928,3.8073,1435.69,0.8684,0.127521,0.061543,6.952428,0.059965,0.056534,0.059851,0.056642,0.058863,0.057882,0.060648,0.068823
1050,262,5e-4,1.364874,3.9152,1483.48,0.8433,0.129171,0.062181,6.996257,0.051373,0.052065,0.060692,0.058955,0.057978,0.059894,0.059306,0.075092
1060,265,5e-4,1.467077,4.3365,1600.54,0.8831,0.134035,0.064601,7.590362,0.056839,0.054002,0.057543,0.056910,0.058503,0.063831,0.061436,0.077340
1070,267,5e-4,1.397988,4.0470,1338.71,0.8163,0.134261,0.064783,7.385802,0.048821,0.052857,0.059446,0.060236,0.057980,0.062974,0.063262,0.074220
1080,270,5e-4,1.360645,3.8987,1237.38,0.8704,0.131929,0.063013,7.075363,0.074207,0.061756,0.051673,0.057222,0.058876,0.057702,0.063368,0.076266
1090,272,5e-4,1.411349,4.1015,1500.10,0.8310,0.133289,0.064958,7.331865,0.045216,0.059086,0.059730,0.060143,0.062061,0.061101,0.060469,0.076213
1100,275,5e-4,1.411839,4.1035,1406.18,0.8573,0.132366,0.065252,7.362999,0.063706,0.064317,0.058821,0.060039,0.059032,0.060882,0.063115,0.073211
1110,277,5e-4,1.308090,3.6991,1277.04,0.8774,0.129142,0.064359,6.651865,0.062704,0.054916,0.064444,0.060305,0.058361,0.059851,0.063334,0.082775
1120,280,5e-4,1.355274,3.8778,1665.60,0.8814,0.131396,0.065106,6.809468,0.063966,0.055236,0.055221,0.058193,0.071293,0.061975,0.064794,0.066152
1130,282,5e-4,1.343516,3.8325,1244.42,0.8650,0.134963,0.065403,6.933806,0.057602,0.062171,0.063274,0.062648,0.062702,0.061699,0.063377,0.073106
1140,285,5e-4,1.368887,3.9310,1340.13,0.8855,0.136110,0.067601,7.073067,0.058416,0.067206,0.060189,0.067382,0.062998,0.064684,0.064423,0.076558
1150,287,5e-4,1.263986,3.5395,1107.48,0.9016,0.134185,0.066569,6.446580,0.062195,0.063909,0.063765,0.059229,0.062649,0.062183,0.067288,0.079030
1160,290,5e-4,1.246285,3.4774,1315.65,0.9179,0.132999,0.067746,6.247771,0.060419,0.072956,0.056162,0.065040,0.060694,0.066934,0.064948,0.086227
1170,292,5e-4,1.351339,3.8626,1474.78,0.8276,0.140796,0.070409,7.045880,0.069256,0.066410,0.068908,0.067815,0.062833,0.068210,0.067142,0.079641
1180,295,5e-4,1.315661,3.7272,1390.15,0.8598,0.136442,0.069400,6.917471,0.062848,0.062824,0.067134,0.068857,0.063566,0.067331,0.067403,0.080650
1190,297,5e-4,1.301226,3.6738,1558.89,0.8557,0.135793,0.069256,6.697593,0.065860,0.064410,0.060491,0.062155,0.062948,0.066839,0.069033,0.082523
1200,300,5e-4,1.320185,3.7441,1224.75,0.8910,0.141059,0.071632,6.805594,0.073805,0.063011,0.066757,0.059744,0.070254,0.066427,0.070406,0.092858
1210,302,5e-4,1.277299,3.5869,1417.24,0.8531,0.137330,0.069615,6.633063,0.071145,0.063027,0.062866,0.062742,0.068035,0.067072,0.069707,0.074718
1220,305,5e-4,1.241543,3.4610,1168.00,0.9031,0.138625,0.070234,6.358525,0.074395,0.062939,0.063664,0.066774,0.065540,0.067281,0.071068,0.077709
1230,307,5e-4,1.300239,3.6702,1453.43,0.8215,0.141923,0.071288,6.789954,0.065537,0.068612,0.066572,0.063604,0.067319,0.068782,0.071957,0.089965
1240,310,5e-4,1.353841,3.8723,1358.29,0.8911,0.142503,0.071676,6.952731,0.061888,0.070185,0.070567,0.064061,0.065650,0.065143,0.068509,0.083663
1250,312,5e-4,1.273229,3.5724,1178.69,0.8547,0.138791,0.071351,6.643265,0.065061,0.080737,0.064904,0.060068,0.067274,0.067959,0.069472,0.090085
1260,315,5e-4,1.265900,3.5463,1212.06,0.8717,0.138773,0.070193,6.536748,0.061159,0.057861,0.070474,0.068131,0.064834,0.065259,0.068322,0.084923
1270,317,5e-4,1.249841,3.4898,1111.39,0.8485,0.138150,0.071561,6.453522,0.076934,0.080089,0.072861,0.066580,0.065446,0.067146,0.069323,0.088611
1280,320,5e-4,1.228158,3.4149,1285.68,0.8933,0.136983,0.071488,6.357810,0.059396,0.065064,0.065634,0.068486,0.068965,0.067888,0.069753,0.088299
1290,322,5e-4,1.243108,3.4664,1256.04,0.8536,0.140528,0.072408,6.548080,0.064217,0.061757,0.071148,0.068623,0.070431,0.070410,0.071861,0.088288
1300,325,5e-4,1.240573,3.4576,1753.05,0.8455,0.140746,0.072269,6.482700,0.080939,0.070591,0.072702,0.065491,0.069370,0.069005,0.068694,0.081306
1310,327,5e-4,1.235126,3.4388,1827.57,0.8225,0.142598,0.071998,6.348018,0.064590,0.065676,0.064876,0.068378,0.066505,0.069794,0.069962,0.081316
1320,330,5e-4,1.187581,3.2791,1148.37,0.8850,0.137717,0.072132,6.221775,0.064318,0.074199,0.065376,0.068251,0.067445,0.068912,0.071676,0.091756
1330,332,5e-4,1.229057,3.4180,1465.89,0.8767,0.142124,0.071969,6.165181,0.060896,0.056704,0.064793,0.069249,0.065831,0.066768,0.072809,0.078372
1340,335,5e-4,1.258160,3.5189,1224.57,0.8985,0.144972,0.075048,6.563054,0.087300,0.069085,0.072764,0.070575,0.073764,0.073036,0.073893,0.079717
1350,337,5e-4,1.209207,3.3508,1375.06,0.8471,0.142915,0.073651,6.310746,0.070307,0.062947,0.067886,0.068412,0.070822,0.071178,0.071460,0.081058
1360,340,5e-4,1.352801,3.8682,1314.33,0.8980,0.147926,0.076966,7.025832,0.063861,0.075151,0.067928,0.078638,0.071737,0.072718,0.073974,0.091845
1370,342,5e-4,1.240367,3.4569,1437.63,0.8377,0.142408,0.074777,6.423511,0.067486,0.067095,0.075666,0.068025,0.072089,0.070709,0.072570,0.086616
1380,345,5e-4,1.224937,3.4040,1211.74,0.9066,0.142561,0.075471,6.412843,0.068840,0.072407,0.067226,0.070267,0.070193,0.069075,0.073712,0.094717
1390,347,5e-4,1.185300,3.2717,1135.04,0.8921,0.142135,0.075912,5.996531,0.060571,0.073689,0.068948,0.067474,0.071879,0.074160,0.075810,0.094024
1400,350,5e-4,1.230731,3.4237,1347.21,0.8667,0.144896,0.077666,6.359279,0.074349,0.067412,0.069618,0.069632,0.074520,0.077330,0.073927,0.084522
1410,352,5e-4,1.261653,3.5313,1451.41,0.8443,0.148229,0.077883,6.490809,0.061419,0.073595,0.068536,0.070103,0.075152,0.077278,0.075994,0.083296
1420,355,5e-4,1.192257,3.2945,1397.71,0.8641,0.145748,0.075841,6.152661,0.085057,0.067141,0.065427,0.065980,0.072244,0.075228,0.074354,0.083960
1430,357,5e-4,1.199106,3.3171,1303.50,0.8327,0.147954,0.077977,6.273618,0.071012,0.080164,0.071021,0.073921,0.072761,0.079842,0.076664,0.082883
1440,360,5e-4,1.157471,3.1819,1328.55,0.8734,0.147361,0.077526,5.978992,0.076204,0.080911,0.071203,0.073639,0.070646,0.074558,0.074613,0.086358
1450,362,5e-4,1.177167,3.2452,1076.24,0.8346,0.144725,0.076345,6.269902,0.068516,0.073623,0.065302,0.071866,0.074465,0.075640,0.077490,0.088264
1460,365,5e-4,1.299342,3.6669,1103.86,0.8571,0.149105,0.078931,6.981383,0.064662,0.074100,0.071598,0.078697,0.073242,0.075508,0.078808,0.111195
1470,367,5e-4,1.127204,3.0870,1315.54,0.8709,0.140406,0.073855,5.731530,0.059154,0.068658,0.071000,0.069910,0.066108,0.071107,0.073166,0.081796
1480,370,5e-4,1.191328,3.2914,1361.89,0.8854,0.144533,0.077072,6.140404,0.065905,0.090855,0.071676,0.075720,0.074608,0.073960,0.075145,0.083576
1490,372,5e-4,1.180230,3.2551,1689.81,0.9138,0.146581,0.076384,6.056642,0.082104,0.072921,0.076397,0.075314,0.071005,0.072660,0.074795,0.089465
1500,375,5e-4,1.156010,3.1772,1199.20,0.9241,0.145279,0.076779,6.092368,0.061935,0.072208,0.071265,0.071463,0.070806,0.073732,0.076294,0.088812
1510,377,5e-4,1.254238,3.5052,1369.90,0.8911,0.150785,0.079018,6.715231,0.069398,0.070700,0.082483,0.074485,0.074810,0.074987,0.078631,0.087160
1520,380,5e-4,1.228153,3.4149,1257.00,0.9031,0.149888,0.080514,6.497485,0.057996,0.072137,0.077520,0.077505,0.075584,0.074871,0.079353,0.106476
1530,382,5e-4,1.205535,3.3385,1385.21,0.9078,0.148998,0.078361,6.236146,0.073987,0.087867,0.067409,0.070034,0.073653,0.075870,0.078412,0.094246
1540,385,5e-4,1.182886,3.2638,1444.79,0.9111,0.147694,0.077144,6.185780,0.069304,0.064451,0.076461,0.076059,0.071628,0.074886,0.076040,0.089084
1550,387,5e-4,1.160232,3.1907,1215.15,0.9205,0.142889,0.077761,5.968779,0.083939,0.067646,0.076449,0.073016,0.070330,0.072206,0.077027,0.090353
1560,390,5e-4,1.234629,3.4371,1349.03,0.8816,0.148282,0.080437,6.557069,0.075537,0.096527,0.084498,0.072682,0.072278,0.075816,0.076658,0.096250
1570,392,5e-4,1.339804,3.8183,1624.98,0.8641,0.157358,0.083871,7.131683,0.068497,0.076068,0.074919,0.073581,0.077868,0.079356,0.081797,0.097973
1580,395,5e-4,1.135891,3.1139,1223.06,0.9237,0.148066,0.083175,5.894477,0.059411,0.066269,0.072164,0.068687,0.075863,0.091672,0.081945,0.090759
1590,397,5e-4,1.217754,3.3796,1304.16,0.8530,0.152413,0.083715,6.514501,0.064347,0.071452,0.070507,0.071760,0.072449,0.076463,0.081011,0.105760
1600,400,5e-4,1.149831,3.1577,1518.31,0.9574,0.150661,0.078230,5.853939,0.070313,0.074430,0.065339,0.067604,0.073341,0.077494,0.078035,0.086234
1610,402,5e-4,1.148203,3.1525,1263.10,0.9252,0.151927,0.078468,5.925029,0.067951,0.072808,0.071632,0.072168,0.075999,0.074565,0.077602,0.087586
1620,405,5e-4,1.230423,3.4227,1898.86,0.9014,0.155413,0.080710,6.454008,0.063179,0.066892,0.076728,0.075110,0.075916,0.080977,0.080115,0.086264
