step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1
1170,1170,1.9432239e-4,1.418435,4.1307,6346.25,6.3203,0.031250,0.013443
1180,1180,1.9422604e-4,1.638074,5.1452,6242.19,6.3275,0.033393,0.014769
1190,1190,1.9412891e-4,1.506083,4.5090,5890.71,6.1880,0.032635,0.013982
1200,1200,1.9403099e-4,1.347236,3.8468,6192.19,6.1299,0.032442,0.013139
1210,1210,1.939323e-4,1.349617,3.8559,6360.73,6.3397,0.031061,0.013181
1220,1220,1.9383284e-4,1.485061,4.4152,6307.04,6.4135,0.032850,0.014411
1230,1230,1.9373259e-4,1.492650,4.4489,6424.99,6.3938,0.031904,0.014300
1240,1240,1.9363155e-4,1.377433,3.9647,6179.57,6.3635,0.031574,0.013600
1250,1250,1.9352975e-4,1.343748,3.8334,6104.26,6.4269,0.031837,0.013467
1260,1260,1.9342717e-4,1.356310,3.8818,6385.91,6.3598,0.032673,0.013741
1270,1270,1.9332382e-4,1.276527,3.5842,6415.42,6.3595,0.031379,0.013236
1280,1280,1.932197e-4,1.331929,3.7883,5940.02,6.5040,0.031018,0.013414
1290,1290,1.931148e-4,1.349047,3.8538,6403.51,6.3650,0.030413,0.012797
1300,1300,1.9300914e-4,1.349410,3.8552,6391.02,6.3366,0.030737,0.013187
1310,1310,1.929027e-4,1.304794,3.6869,6381.23,6.3465,0.029645,0.012808
1320,1320,1.927955e-4,1.275522,3.5806,6314.99,6.2527,0.030338,0.013197
1330,1330,1.9268753e-4,1.274177,3.5758,6368.91,6.3466,0.028968,0.012390
1340,1340,1.9257878e-4,1.198642,3.3156,6301.42,6.2928,0.030060,0.013830
1350,1350,1.9246926e-4,1.188018,3.2806,5830.96,6.3969,0.030765,0.012177
1360,1360,1.92359e-4,1.565773,4.7864,6479.74,6.4208,0.033985,0.015360
1370,1370,1.9224797e-4,1.484769,4.4139,6427.12,6.3959,0.030928,0.013175
1380,1380,1.9213617e-4,1.438179,4.2130,6475.36,6.4627,0.030209,0.013006
1390,1390,1.9202361e-4,1.438218,4.2132,6544.79,6.5105,0.030665,0.012985
1400,1400,1.919103e-4,1.394088,4.0313,6110.51,6.4176,0.031790,0.013280
1410,1410,1.9179622e-4,1.355525,3.8788,6467.69,6.4200,0.029979,0.012813
1420,1420,1.9168138e-4,1.197467,3.3117,5879.23,6.3667,0.029876,0.011544
1430,1430,1.9156579e-4,1.258057,3.5186,6485.41,6.4414,0.030337,0.012460
1440,1440,1.9144944e-4,1.352694,3.8678,6384.72,6.3512,0.031887,0.013433
1450,1450,1.9133235e-4,1.319880,3.7430,5910.96,6.3593,0.031738,0.012817
1460,1460,1.9121448e-4,1.457519,4.2953,6401.64,6.3780,0.032391,0.013733
1470,1470,1.9109588e-4,1.339025,3.8153,5851.52,6.4236,0.030936,0.012585
1480,1480,1.9097653e-4,1.268092,3.5541,6334.24,6.2633,0.031626,0.013366
1490,1490,1.9085642e-4,1.410940,4.0998,5717.66,6.2659,0.034070,0.014523
1500,1500,1.9073555e-4,1.326618,3.7683,6406.36,6.3653,0.030825,0.012940
1510,1510,1.9061395e-4,1.354780,3.8759,6246.40,6.4977,0.030779,0.013316
1520,1520,1.9049158e-4,1.446151,4.2467,5964.37,6.4249,0.032394,0.013945
1530,1530,1.9036849e-4,1.457559,4.2955,5875.16,6.2904,0.032159,0.013814
1540,1540,1.9024465e-4,1.667212,5.2974,6609.23,6.5989,0.030872,0.014288
1550,1550,1.9012007e-4,1.500630,4.4845,6546.84,6.5277,0.027785,0.012402
1560,1560,1.8999475e-4,1.402574,4.0657,6655.81,6.6286,0.028663,0.011992
1570,1570,1.8986869e-4,1.443660,4.2362,6609.17,6.5529,0.030329,0.013209
1580,1580,1.8974188e-4,1.444014,4.2377,6538.50,6.4992,0.030633,0.013221
1590,1590,1.8961434e-4,1.316999,3.7322,6056.44,6.4899,0.028133,0.011929
1600,1600,1.8948606e-4,1.502115,4.4912,5978.16,6.5055,0.031019,0.013495
1610,1610,1.8935704e-4,1.475646,4.3739,6102.57,6.4583,0.030178,0.012845
1620,1620,1.892273e-4,1.383679,3.9896,6463.65,6.4373,0.030666,0.012904
1630,1630,1.8909683e-4,1.286460,3.6199,6518.29,6.4967,0.030395,0.012429
1640,1640,1.8896561e-4,1.400309,4.0565,6457.71,6.4188,0.032624,0.013807
1650,1650,1.8883367e-4,1.467404,4.3380,6199.73,6.3971,0.031830,0.013324
1660,1660,1.88701e-4,1.410821,4.0993,6267.48,6.2394,0.031688,0.013462
1670,1670,1.8856762e-4,1.361855,3.9034,6017.02,6.3441,0.029935,0.012526
1680,1680,1.8843349e-4,1.517426,4.5605,6463.37,6.4849,0.032183,0.014449
1690,1690,1.8829864e-4,1.419295,4.1342,6517.03,6.4904,0.029838,0.012584
1700,1700,1.8816307e-4,1.427526,4.1684,6459.11,6.4428,0.029282,0.012697
1710,1710,1.8802677e-4,1.357295,3.8857,6530.33,6.5818,0.028023,0.011504
1720,1720,1.8788976e-4,1.259128,3.5224,6447.77,6.4015,0.029957,0.012205
1730,1730,1.8775203e-4,1.295678,3.6535,6050.59,6.3326,0.031779,0.012729
1740,1740,1.8761356e-4,1.460034,4.3061,6429.35,6.4006,0.031625,0.013573
1750,1750,1.874744e-4,1.273758,3.5743,5815.23,6.4196,0.030136,0.011831
1760,1760,1.8733453e-4,1.157715,3.1827,6453.79,6.4162,0.030528,0.011055
1770,1770,1.8719393e-4,1.211845,3.3597,6093.92,6.4611,0.032234,0.012221
1780,1780,1.8705262e-4,1.319338,3.7409,6526.89,6.4927,0.032738,0.013364
1790,1790,1.869106e-4,1.411415,4.1018,6094.71,6.3684,0.033547,0.014211
1800,1800,1.8676787e-4,1.337096,3.8080,5782.23,6.2683,0.032553,0.013046
1810,1810,1.8662443e-4,1.323900,3.7580,5971.49,6.3091,0.031787,0.012620
1820,1820,1.8648028e-4,1.459232,4.3027,6295.07,6.2706,0.032800,0.013808
1830,1830,1.8633543e-4,1.322417,3.7525,6213.61,6.3022,0.031184,0.012474
1840,1840,1.8618988e-4,1.429198,4.1753,6352.10,6.3348,0.032120,0.013080
1850,1850,1.8604362e-4,1.341835,3.8261,5947.77,6.3522,0.031217,0.012566
1860,1860,1.8589666e-4,1.397011,4.0431,6374.61,6.3933,0.030741,0.013212
1870,1870,1.85749e-4,1.297330,3.6595,6357.65,6.3206,0.031753,0.012379
1880,1880,1.8560066e-4,1.360217,3.8970,6313.06,6.2909,0.032662,0.013125
1890,1890,1.854516e-4,1.314509,3.7229,6416.26,6.5558,0.029370,0.012447
1900,1900,1.8530183e-4,1.294676,3.6498,6527.33,6.6034,0.028874,0.011822
1910,1910,1.8515141e-4,1.431098,4.1833,6452.46,6.4324,0.030698,0.013171
1920,1920,1.8500026e-4,1.310647,3.7086,6429.68,6.3922,0.028694,0.012122
1930,1930,1.8484844e-4,1.282511,3.6057,6448.61,6.4360,0.028223,0.011488
1940,1940,1.8469592e-4,1.294251,3.6483,6490.30,6.4789,0.028447,0.011954
1950,1950,1.8454272e-4,1.327510,3.7716,6266.63,6.2338,0.029858,0.012149
1960,1960,1.8438883e-4,1.415548,4.1187,6112.87,6.4188,0.030405,0.012447
1970,1970,1.8423426e-4,1.331569,3.7870,6035.72,6.4167,0.028387,0.011592
1980,1980,1.8407899e-4,1.455641,4.2872,6410.72,6.3895,0.031636,0.013287
1990,1990,1.8392305e-4,1.424591,4.1562,6019.02,6.3672,0.029596,0.012524
2000,2000,1.8376643e-4,1.266141,3.5471,6516.19,6.4745,0.028370,0.011031
2010,2010,1.8360914e-4,1.375020,3.9552,6445.65,6.3994,0.029904,0.012763
2020,2020,1.8345116e-4,1.393481,4.0289,6509.38,6.4740,0.029151,0.012749
2030,2030,1.8329252e-4,1.364184,3.9125,6146.38,6.4513,0.028542,0.012172
2040,2040,1.8313319e-4,1.222237,3.3948,6260.72,6.2255,0.028948,0.011216
2050,2050,1.8297319e-4,1.254490,3.5061,5913.20,6.1913,0.032162,0.012905
2060,2060,1.8281252e-4,1.300121,3.6697,5800.37,6.2535,0.032566,0.013008
2070,2070,1.8265119e-4,1.370625,3.9378,6264.26,6.2447,0.030487,0.012333
2080,2080,1.8248918e-4,1.282340,3.6051,6309.79,6.2877,0.028840,0.011603
2090,2090,1.823265e-4,1.303849,3.6834,6113.33,6.0754,0.032080,0.013214
2100,2100,1.8216317e-4,1.230335,3.4224,6177.72,6.1453,0.030388,0.012180
2110,2110,1.8199917e-4,1.534750,4.6402,5898.17,6.2953,0.032509,0.014501
2120,2120,1.8183452e-4,1.375918,3.9587,5881.05,6.3060,0.030170,0.012069
2130,2130,1.816692e-4,1.266898,3.5498,6095.22,6.3780,0.028659,0.011708
2140,2140,1.8150322e-4,1.454244,4.2812,6650.86,6.6147,0.029521,0.013173
2150,2150,1.8133657e-4,1.371783,3.9424,5955.92,6.4538,0.028687,0.012126
2160,2160,1.811693e-4,1.384983,3.9948,6079.07,6.3780,0.028659,0.012187
2170,2170,1.8100135e-4,1.369915,3.9350,5861.63,6.2020,0.030173,0.012455
2180,2180,1.8083275e-4,1.356077,3.8809,6215.63,6.1830,0.029822,0.012284
2190,2190,1.8066351e-4,1.312495,3.7154,6094.79,6.2274,0.028719,0.011811
2200,2200,1.8049362e-4,1.316160,3.7291,6250.82,6.1976,0.030042,0.012303
2210,2210,1.8032308e-4,1.324533,3.7604,5712.81,6.2794,0.030408,0.012923
2220,2220,1.8015191e-4,1.230811,3.4240,6051.14,6.3332,0.029565,0.011606
2230,2230,1.7998008e-4,1.324364,3.7598,6262.78,6.3799,0.031731,0.013317
2240,2240,1.7980761e-4,1.333271,3.7934,6044.94,6.4399,0.032224,0.013115
2250,2250,1.796345e-4,1.282824,3.6068,6680.34,6.6531,0.027982,0.011560
2260,2260,1.7946075e-4,1.175439,3.2396,6571.49,6.5548,0.027984,0.010935
2270,2270,1.7928638e-4,1.234283,3.4359,6396.79,6.3682,0.030727,0.012218
2280,2280,1.7911136e-4,1.126195,3.0839,6387.70,6.3567,0.028426,0.010625
2290,2290,1.789357e-4,1.277647,3.5882,6330.09,6.7102,0.028003,0.011274
2300,2300,1.7875944e-4,1.351993,3.8651,6216.40,6.4678,0.030919,0.012484
2310,2310,1.7858252e-4,1.285861,3.6178,6573.30,6.5236,0.029189,0.011397
2320,2320,1.78405e-4,1.311630,3.7122,6507.68,6.4622,0.029822,0.011755
2330,2330,1.7822682e-4,1.252747,3.4999,6454.11,6.4078,0.029325,0.011730
2340,2340,1.7804805e-4,1.234692,3.4373,6403.52,6.3650,0.030188,0.012127
2350,2350,1.7786864e-4,1.327292,3.7708,5934.80,6.4817,0.030646,0.012369
2360,2360,1.776886e-4,1.284460,3.6127,6355.16,6.3132,0.029523,0.012081
2370,2370,1.7750796e-4,1.204526,3.3352,6149.51,6.3275,0.029690,0.011907
2380,2380,1.773267e-4,1.283837,3.6105,6014.93,6.4848,0.030056,0.011976
2390,2390,1.7714482e-4,1.413696,4.1111,6092.15,6.4154,0.031098,0.013559
2400,2400,1.7696233e-4,1.279934,3.5964,6147.97,6.3553,0.030073,0.012294
2410,2410,1.7677923e-4,1.112641,3.0424,6286.52,6.2318,0.029785,0.011116
2420,2420,1.7659551e-4,1.147141,3.1492,6256.95,6.2169,0.030031,0.011648
2430,2430,1.7641118e-4,1.244896,3.4726,6035.52,6.3091,0.030215,0.012142
2440,2440,1.7622625e-4,1.416592,4.1230,6389.97,6.5683,0.031958,0.013426
2450,2450,1.7604073e-4,1.256435,3.5129,6279.83,6.4746,0.030201,0.011709
2460,2460,1.7585458e-4,1.254680,3.5067,6412.83,6.3941,0.029105,0.011769
2470,2470,1.7566787e-4,1.216157,3.3742,6392.83,6.3593,0.029083,0.011646
2480,2480,1.7548053e-4,1.469239,4.3459,5893.55,6.2721,0.033009,0.013774
2490,2490,1.7529259e-4,1.471673,4.3565,6293.49,6.2532,0.030767,0.012920
2500,2500,1.7510407e-4,1.374436,3.9528,6406.53,6.4443,0.029790,0.011705
2510,2510,1.7491495e-4,1.516544,4.5565,6229.57,6.4435,0.029641,0.012706
2520,2520,1.7472524e-4,1.225226,3.4049,6355.54,6.2686,0.029000,0.010811
2530,2530,1.7453494e-4,1.176637,3.2434,6068.74,6.5456,0.028069,0.010431
2540,2540,1.7434405e-4,1.147692,3.1509,6594.42,6.5344,0.027952,0.010985
2550,2550,1.7415259e-4,1.140646,3.1288,6611.03,6.5357,0.029823,0.011251
2560,2560,1.7396052e-4,1.269065,3.5575,6566.27,6.5573,0.028527,0.011792
2570,2570,1.7376788e-4,1.302070,3.6769,6647.01,6.6328,0.029540,0.011892
2580,2580,1.7357468e-4,1.382705,3.9857,6604.12,6.5580,0.030066,0.012204
2590,2590,1.7338087e-4,1.306249,3.6923,6564.74,6.5240,0.028856,0.011841
2600,2600,1.731865e-4,1.358125,3.8889,5837.98,6.4516,0.029434,0.011672
2610,2610,1.7299155e-4,1.261979,3.5324,6479.53,6.4305,0.029768,0.011197
2620,2620,1.7279603e-4,1.289625,3.6314,6412.58,6.3395,0.030755,0.011957
2630,2630,1.7259993e-4,1.092804,2.9826,6503.49,6.4656,0.028312,0.009780
2640,2640,1.7240328e-4,1.165741,3.2083,6548.25,6.5126,0.029929,0.011014
2650,2650,1.7220606e-4,1.361688,3.9028,6172.91,6.6454,0.031167,0.012492
2660,2660,1.7200827e-4,1.369674,3.9341,6670.32,6.6237,0.029339,0.011728
2670,2670,1.7180992e-4,1.416944,4.1245,6360.05,6.5114,0.028852,0.011855
2680,2680,1.71611e-4,1.485148,4.4156,6326.79,6.3071,0.031908,0.012949
2690,2690,1.7141152e-4,1.267473,3.5519,6469.20,6.4340,0.028319,0.010699
2700,2700,1.712115e-4,1.145681,3.1446,6410.72,6.3783,0.029407,0.010781
2710,2710,1.7101092e-4,1.264749,3.5422,5790.79,6.3447,0.032294,0.012076
2720,2720,1.7080978e-4,1.280966,3.6001,6565.49,6.5463,0.028361,0.011280
2730,2730,1.706081e-4,1.289712,3.6317,6342.42,6.4610,0.029588,0.011811
2740,2740,1.7040587e-4,1.197559,3.3120,5983.35,6.3308,0.029422,0.010756
2750,2750,1.7020307e-4,1.266861,3.5497,5861.38,6.3852,0.030346,0.011927
2760,2760,1.6999975e-4,1.453214,4.2768,6292.09,6.2542,0.033011,0.013623
2770,2770,1.6979588e-4,1.259357,3.5232,5849.64,6.1932,0.031806,0.011974
2780,2780,1.6959147e-4,1.338263,3.8124,6427.30,6.3762,0.030339,0.012762
2790,2790,1.6938652e-4,1.295094,3.6513,6462.80,6.4214,0.029725,0.011913
2800,2800,1.6918103e-4,1.335555,3.8021,6536.13,6.5400,0.029755,0.011908
2810,2810,1.6897502e-4,1.224179,3.4014,5928.48,6.3795,0.028697,0.011060
2820,2820,1.6876846e-4,1.286825,3.6213,6108.92,6.4744,0.029181,0.011528
2830,2830,1.6856137e-4,1.270994,3.5644,6514.02,6.4937,0.028987,0.011352
2840,2840,1.6835376e-4,1.253233,3.5016,6291.93,6.4365,0.028826,0.010815
2850,2850,1.6814562e-4,1.216798,3.3764,6318.27,6.2949,0.029175,0.011322
2860,2860,1.6793695e-4,1.167450,3.2138,6462.61,6.3841,0.028890,0.010624
2870,2870,1.6772778e-4,1.085543,2.9610,5922.13,6.5067,0.027949,0.009958
2880,2880,1.6751807e-4,1.233350,3.4327,6322.09,6.2694,0.031528,0.012705
2890,2890,1.6730784e-4,1.135510,3.1128,6476.12,6.4384,0.027829,0.010647
2900,2900,1.670971e-4,1.258955,3.5217,6445.54,6.7212,0.027597,0.011320
2910,2910,1.6688583e-4,1.255792,3.5106,6842.91,6.7978,0.027625,0.010989
2920,2920,1.6667407e-4,1.186453,3.2754,6601.68,6.5492,0.027173,0.010387
2930,2930,1.6646179e-4,1.189845,3.2866,6000.55,6.4680,0.027754,0.010397
2940,2940,1.6624901e-4,1.156673,3.1793,6359.06,6.3578,0.027876,0.010421
2950,2950,1.6603571e-4,1.341612,3.8252,6341.68,6.4042,0.030291,0.011884
2960,2960,1.6582191e-4,1.279354,3.5943,6261.81,6.2314,0.031202,0.012169
2970,2970,1.6560762e-4,1.168882,3.2184,5752.11,6.3104,0.031030,0.010989
2980,2980,1.6539282e-4,1.313298,3.7184,5994.64,6.4507,0.029733,0.011480
2990,2990,1.6517752e-4,1.117668,3.0577,6436.53,6.3879,0.027208,0.009785
3000,3000,1.6496175e-4,1.100610,3.0060,6371.89,6.3360,0.028585,0.009927
3010,3010,1.6474546e-4,1.150440,3.1596,6384.21,6.3237,0.028347,0.010780
3020,3020,1.6452868e-4,1.112706,3.0426,5859.23,6.1892,0.028550,0.010834
3030,3030,1.6431142e-4,1.272494,3.5697,6353.30,6.3200,0.030337,0.012112
3040,3040,1.6409367e-4,1.176458,3.2429,6374.55,6.3350,0.027383,0.010428
3050,3050,1.6387545e-4,1.206103,3.3404,6331.10,6.2638,0.029315,0.011183
3060,3060,1.6365672e-4,1.164680,3.2049,6432.64,6.4113,0.027597,0.010560
3070,3070,1.6343752e-4,1.101010,3.0072,6342.69,6.3082,0.029002,0.010674
3080,3080,1.6321786e-4,1.147609,3.1507,6291.56,6.2452,0.029593,0.011207
3090,3090,1.629977e-4,1.212346,3.3614,5815.12,6.4043,0.029108,0.010694
3100,3100,1.6277708e-4,1.208578,3.3487,6371.61,6.4497,0.027958,0.010937
3110,3110,1.62556e-4,1.193706,3.2993,6409.93,6.3726,0.029385,0.011052
3120,3120,1.6233441e-4,1.133391,3.1062,6172.91,6.3477,0.027258,0.010022
3130,3130,1.621124e-4,1.257505,3.5166,6272.99,6.2620,0.030729,0.011742
3140,3140,1.6188988e-4,1.296191,3.6553,6326.70,6.3255,0.029547,0.011778
3150,3150,1.6166693e-4,1.294721,3.6500,5802.28,6.3302,0.028446,0.011624
