step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1
350,350,1.9948668e-4,1.802330,6.0638,26577.79,26.4641,0.004787,0.009847
360,360,1.9945696e-4,1.684418,5.3893,25510.76,26.2385,0.005222,0.010038
370,370,1.994264e-4,1.582593,4.8676,26839.94,26.7043,0.005694,0.010413
380,380,1.9939501e-4,1.599173,4.9489,25769.15,26.5309,0.005913,0.010679
390,390,1.993628e-4,1.686071,5.3982,25791.53,26.3158,0.005702,0.010365
400,400,1.9932975e-4,1.706040,5.5071,27092.09,26.9867,0.005000,0.009693
410,410,1.9929587e-4,1.629054,5.0990,26842.81,26.7124,0.005171,0.009374
420,420,1.9926114e-4,1.621590,5.0611,25107.99,26.7040,0.005083,0.010012
430,430,1.992256e-4,1.585301,4.8808,26340.87,26.8015,0.005039,0.009313
440,440,1.991892e-4,1.596512,4.9358,26297.36,26.8533,0.005182,0.009004
450,450,1.99152e-4,1.560630,4.7618,26699.07,26.6626,0.005321,0.009313
460,460,1.9911396e-4,1.468457,4.3425,27336.29,27.2990,0.005424,0.008859
470,470,1.9907509e-4,1.371959,3.9431,26209.75,27.3307,0.005768,0.008495
480,480,1.9903539e-4,1.457023,4.2932,27213.62,26.9765,0.005795,0.009556
490,490,1.9899487e-4,1.568410,4.7990,26513.61,27.3799,0.006064,0.009678
500,500,1.989535e-4,1.678721,5.3587,26453.05,26.9371,0.005885,0.009671
510,510,1.9891132e-4,1.428480,4.1724,26927.42,26.8854,0.005438,0.008462
520,520,1.988683e-4,1.523959,4.5904,27450.85,27.3387,0.005772,0.009315
530,530,1.9882445e-4,1.461904,4.3142,26897.92,26.8403,0.005729,0.008539
540,540,1.9877979e-4,1.528812,4.6127,24473.69,26.6097,0.005567,0.008740
550,550,1.9873428e-4,1.592582,4.9164,26656.38,26.4190,0.005315,0.008884
560,560,1.9868797e-4,1.652217,5.2185,24756.57,26.8205,0.005520,0.008697
570,570,1.9864082e-4,1.657269,5.2450,27706.39,27.4703,0.005656,0.008576
580,580,1.9859284e-4,1.646569,5.1891,26771.26,27.8143,0.005744,0.008678
590,590,1.9854403e-4,1.541038,4.6694,26455.13,26.2196,0.005906,0.008985
600,600,1.9849441e-4,1.552473,4.7231,25270.35,27.3193,0.005810,0.008850
610,610,1.9844396e-4,1.611301,5.0093,27629.77,27.4902,0.005538,0.008986
620,620,1.9839269e-4,1.501207,4.4871,27331.41,27.2039,0.005317,0.008104
630,630,1.9834058e-4,1.440248,4.2217,27017.54,26.9544,0.005338,0.007905
640,640,1.9828767e-4,1.412892,4.1078,26753.08,26.6179,0.005413,0.007961
650,650,1.9823393e-4,1.377526,3.9651,25181.87,26.4366,0.005488,0.008092
660,660,1.9817938e-4,1.474854,4.3704,26125.53,26.0594,0.005759,0.008997
670,670,1.9812399e-4,1.350288,3.8585,26518.55,26.2926,0.005586,0.007796
680,680,1.9806778e-4,1.405919,4.0793,26270.56,26.1683,0.005790,0.008240
690,690,1.9801076e-4,1.554344,4.7320,24803.61,26.4407,0.006067,0.008522
700,700,1.9795292e-4,1.359121,3.8928,26181.66,26.1001,0.005723,0.008001
710,710,1.9789426e-4,1.572727,4.8198,24530.81,26.4918,0.006209,0.008688
720,720,1.9783479e-4,1.406219,4.0805,26974.42,26.8852,0.005713,0.007314
730,730,1.9777448e-4,1.352218,3.8660,24394.03,26.2721,0.006495,0.007804
740,740,1.9771337e-4,1.367564,3.9258,26215.65,26.0528,0.006427,0.008257
750,750,1.9765143e-4,1.508051,4.5179,26563.20,26.3777,0.005916,0.008636
760,760,1.975887e-4,1.388975,4.0107,25229.60,26.1648,0.005599,0.007643
770,770,1.9752514e-4,1.311959,3.7134,25162.65,26.2228,0.006145,0.007499
780,780,1.9746076e-4,1.349863,3.8569,26456.59,26.3742,0.006677,0.007787
790,790,1.9739557e-4,1.320902,3.7468,24580.18,26.5396,0.006390,0.007540
800,800,1.9732956e-4,1.561322,4.7651,26454.93,26.3417,0.005952,0.008410
810,810,1.9726275e-4,1.358514,3.8904,26449.75,26.3315,0.005893,0.007540
820,820,1.9719511e-4,1.408153,4.0884,24236.74,26.3521,0.006828,0.008607
830,830,1.9712668e-4,1.452440,4.2735,25279.53,26.3018,0.006578,0.008253
840,840,1.9705744e-4,1.473827,4.3659,26437.79,26.2685,0.006112,0.008016
850,850,1.9698737e-4,1.421971,4.1453,25107.68,26.3912,0.006255,0.008165
860,860,1.969165e-4,1.549686,4.7100,25987.73,26.1358,0.006446,0.009068
870,870,1.9684482e-4,1.317058,3.7324,24259.55,26.0669,0.006235,0.008011
880,880,1.9677235e-4,1.344802,3.8374,26622.17,26.4056,0.006653,0.008212
890,890,1.9669905e-4,1.324339,3.7597,26255.00,26.1325,0.006548,0.008284
900,900,1.9662495e-4,1.472467,4.3600,25700.40,26.8051,0.006432,0.008274
910,910,1.9655006e-4,1.427674,4.1690,26764.26,26.6032,0.006179,0.007962
920,920,1.9647436e-4,1.328373,3.7749,23873.81,26.4061,0.006163,0.007446
930,930,1.9639783e-4,1.378664,3.9696,26327.44,26.1842,0.006852,0.008259
940,940,1.9632051e-4,1.363480,3.9098,24279.33,26.3425,0.006283,0.008132
950,950,1.962424e-4,1.475613,4.3737,25863.93,25.9450,0.006447,0.008419
960,960,1.9616348e-4,1.449060,4.2591,26184.76,26.0575,0.006395,0.008180
970,970,1.9608375e-4,1.138228,3.1212,26285.79,26.1632,0.005939,0.006657
980,980,1.9600324e-4,1.505059,4.5044,25947.94,25.9885,0.006640,0.009089
990,990,1.9592191e-4,1.316493,3.7303,26278.33,26.1405,0.006145,0.007418
1000,1000,1.9583979e-4,1.255294,3.5089,26255.82,26.0573,0.006413,0.007265
1010,1010,1.9575687e-4,1.343230,3.8314,25360.35,26.0943,0.006475,0.007877
1020,1020,1.9567317e-4,1.609640,5.0010,26276.78,26.1491,0.006352,0.008930
1030,1030,1.9558865e-4,1.523976,4.5904,26333.43,26.1699,0.005928,0.008013
1040,1040,1.9550335e-4,1.465522,4.3298,26284.82,26.1571,0.005814,0.007893
1050,1050,1.9541725e-4,1.283975,3.6110,26114.32,25.9471,0.006141,0.007438
1060,1060,1.9533036e-4,1.225742,3.4067,26048.28,25.8614,0.006245,0.007194
1070,1070,1.9524267e-4,1.280149,3.5972,23716.54,26.0353,0.006314,0.007397
1080,1080,1.9515419e-4,1.239798,3.4549,25233.25,26.1210,0.006387,0.007337
1090,1090,1.9506492e-4,1.384054,3.9911,26630.35,26.4907,0.006578,0.008374
1100,1100,1.9497485e-4,1.397531,4.0452,24021.35,26.2293,0.006815,0.007772
1110,1110,1.94884e-4,1.278819,3.5924,26343.48,26.0887,0.006686,0.007708
1120,1120,1.9479237e-4,1.290163,3.6334,26184.59,26.5791,0.006384,0.007465
1130,1130,1.9469995e-4,1.133348,3.1060,26428.53,26.2440,0.006660,0.006747
1140,1140,1.9460674e-4,1.346238,3.8429,24347.32,26.5400,0.007176,0.007997
1150,1150,1.9451273e-4,1.431891,4.1866,26793.60,26.7466,0.006344,0.007528
1160,1160,1.9441797e-4,1.268857,3.5568,26453.05,26.4324,0.006023,0.006846
1170,1170,1.9432239e-4,1.325503,3.7641,26631.39,26.5226,0.006373,0.007056
1180,1180,1.9422604e-4,1.521822,4.5806,26026.91,26.3825,0.006494,0.007899
1190,1190,1.9412891e-4,1.395865,4.0385,24989.12,26.2504,0.006561,0.007472
1200,1200,1.9403099e-4,1.245893,3.4760,26266.66,26.0026,0.006491,0.007021
1210,1210,1.939323e-4,1.243213,3.4667,26409.82,26.3224,0.006588,0.006867
1220,1220,1.9383284e-4,1.372248,3.9442,26010.10,26.4492,0.006748,0.007610
1230,1230,1.9373259e-4,1.357138,3.8851,26582.74,26.4536,0.006442,0.007451
1240,1240,1.9363155e-4,1.274781,3.5779,25556.27,26.3170,0.006696,0.007266
1250,1250,1.9352975e-4,1.248400,3.4848,25104.15,26.4309,0.007174,0.007170
1260,1260,1.9342717e-4,1.248657,3.4857,26395.83,26.2880,0.006792,0.006920
1270,1270,1.9332382e-4,1.145925,3.1453,26564.79,26.3333,0.006741,0.006658
1280,1280,1.932197e-4,1.210913,3.3565,24340.54,26.6517,0.007262,0.007044
1290,1290,1.931148e-4,1.249443,3.4884,26742.22,26.5813,0.006849,0.006718
1300,1300,1.9300914e-4,1.248336,3.4845,26697.20,26.4697,0.006649,0.006775
1310,1310,1.929027e-4,1.226756,3.4102,26610.54,26.4658,0.006678,0.006703
1320,1320,1.927955e-4,1.165143,3.2064,26570.08,26.3080,0.006522,0.006660
1330,1330,1.9268753e-4,1.183160,3.2647,26613.88,26.5206,0.006710,0.006582
1340,1340,1.9257878e-4,1.105738,3.0215,26466.34,26.4302,0.006692,0.005965
1350,1350,1.9246926e-4,1.094354,2.9873,24263.57,26.6187,0.006964,0.006162
1360,1360,1.92359e-4,1.482767,4.4051,27022.64,26.7768,0.007417,0.008076
1370,1370,1.9224797e-4,1.369560,3.9336,26808.79,26.6785,0.006765,0.006799
1380,1380,1.9213617e-4,1.351594,3.8636,26644.71,26.5928,0.006680,0.007122
1390,1390,1.9202361e-4,1.349302,3.8547,26783.22,26.6427,0.006829,0.006751
1400,1400,1.919103e-4,1.256096,3.5117,25193.24,26.4594,0.007182,0.006779
1410,1410,1.9179622e-4,1.272787,3.5708,26607.89,26.4119,0.006905,0.006930
1420,1420,1.9168138e-4,1.104697,3.0183,24290.71,26.3047,0.006862,0.005904
1430,1430,1.9156579e-4,1.173309,3.2327,26609.45,26.4288,0.007256,0.006750
1440,1440,1.9144944e-4,1.252860,3.5003,26430.29,26.2916,0.007047,0.006762
1450,1450,1.9133235e-4,1.225559,3.4061,24494.37,26.3524,0.007363,0.006759
1460,1460,1.9121448e-4,1.331054,3.7850,26415.27,26.3176,0.007345,0.007094
1470,1470,1.9109588e-4,1.238380,3.4500,24076.51,26.4305,0.007028,0.006535
1480,1480,1.9097653e-4,1.184357,3.2686,26602.50,26.3045,0.007061,0.006620
1490,1490,1.9085642e-4,1.307872,3.6983,24043.36,26.3489,0.007402,0.007453
1500,1500,1.9073555e-4,1.226299,3.4086,26627.48,26.4570,0.006715,0.006636
1510,1510,1.9061395e-4,1.253736,3.5034,25565.34,26.5938,0.007302,0.007055
1520,1520,1.9049158e-4,1.341410,3.8244,24545.36,26.4406,0.007595,0.007584
1530,1530,1.9036849e-4,1.344826,3.8375,24519.47,26.2525,0.007355,0.007324
1540,1540,1.9024465e-4,1.573874,4.8253,26723.34,26.6816,0.007079,0.008047
1550,1550,1.9012007e-4,1.408879,4.0914,26823.70,26.7453,0.006562,0.007036
1560,1560,1.8999475e-4,1.329836,3.7804,26908.92,26.7990,0.006505,0.006413
1570,1570,1.8986869e-4,1.347829,3.8491,26754.46,26.5265,0.006860,0.007201
1580,1580,1.8974188e-4,1.336475,3.8056,26671.10,26.5106,0.006366,0.006871
1590,1590,1.8961434e-4,1.230497,3.4229,24797.79,26.5728,0.006459,0.006530
1600,1600,1.8948606e-4,1.401616,4.0618,24504.98,26.6664,0.006819,0.007434
1610,1610,1.8935704e-4,1.372276,3.9443,25117.46,26.5815,0.007063,0.007289
1620,1620,1.892273e-4,1.282334,3.6050,26481.16,26.3730,0.006972,0.006953
1630,1630,1.8909683e-4,1.184410,3.2688,26627.85,26.5397,0.006732,0.006608
1640,1640,1.8896561e-4,1.300976,3.6729,26603.70,26.4436,0.007067,0.007381
1650,1650,1.8883367e-4,1.375915,3.9587,25591.25,26.4061,0.006716,0.007393
1660,1660,1.88701e-4,1.289577,3.6313,26171.00,26.0540,0.006607,0.007021
1670,1670,1.8856762e-4,1.256759,3.5140,25035.70,26.3968,0.006963,0.006866
1680,1680,1.8843349e-4,1.398711,4.0500,26451.68,26.5398,0.007114,0.007763
1690,1690,1.8829864e-4,1.337453,3.8093,26751.35,26.6421,0.006825,0.006796
1700,1700,1.8816307e-4,1.331082,3.7851,26625.29,26.5579,0.006562,0.006756
1710,1710,1.8802677e-4,1.263814,3.5389,26505.00,26.7137,0.006760,0.006354
1720,1720,1.8788976e-4,1.161141,3.1936,26572.14,26.3815,0.007194,0.006668
1730,1730,1.8775203e-4,1.194425,3.3017,25122.44,26.2933,0.007670,0.006779
1740,1740,1.8761356e-4,1.355390,3.8783,26552.00,26.4333,0.007015,0.007136
1750,1750,1.874744e-4,1.163717,3.2018,23721.11,26.1863,0.006797,0.006328
1760,1760,1.8733453e-4,1.067902,2.9093,26261.69,26.1087,0.007248,0.006308
1770,1770,1.8719393e-4,1.099499,3.0027,24538.51,26.0172,0.007525,0.006867
1780,1780,1.8705262e-4,1.217373,3.3783,26255.35,26.1176,0.006983,0.006787
1790,1790,1.869106e-4,1.302451,3.6783,25056.22,26.1812,0.007125,0.007278
1800,1800,1.8676787e-4,1.218497,3.3821,24076.30,26.1001,0.007237,0.006750
1810,1810,1.8662443e-4,1.222132,3.3944,24901.57,26.3095,0.007211,0.006795
1820,1820,1.8648028e-4,1.331919,3.7883,26239.46,26.1374,0.006944,0.007364
1830,1830,1.8633543e-4,1.212081,3.3605,25861.72,26.2306,0.007286,0.008306
1840,1840,1.8618988e-4,1.326096,3.7663,26335.55,26.2637,0.007130,0.007518
1850,1850,1.8604362e-4,1.252341,3.4985,24530.87,26.1990,0.006904,0.006953
1860,1860,1.8589666e-4,1.294026,3.6474,27203.66,27.2836,0.007182,0.007064
1870,1870,1.85749e-4,1.193803,3.2996,27198.01,27.0396,0.006944,0.006557
1880,1880,1.8560066e-4,1.235896,3.4415,26854.87,26.7608,0.007388,0.006897
1890,1890,1.854516e-4,1.220341,3.3883,26751.31,27.3332,0.007174,0.006775
1900,1900,1.8530183e-4,1.211233,3.3576,26751.73,27.0636,0.006816,0.006449
1910,1910,1.8515141e-4,1.301624,3.6753,26926.53,26.8426,0.006852,0.007074
1920,1920,1.8500026e-4,1.218550,3.3823,27295.05,27.1361,0.006372,0.006344
1930,1930,1.8484844e-4,1.185566,3.2725,27254.23,27.2011,0.006631,0.006129
1940,1940,1.8469592e-4,1.211875,3.3598,26858.30,26.8112,0.006727,0.006423
1950,1950,1.8454272e-4,1.228775,3.4170,26244.36,26.1067,0.006971,0.006630
1960,1960,1.8438883e-4,1.318857,3.7391,25258.22,26.5222,0.007202,0.006825
1970,1970,1.8423426e-4,1.236421,3.4433,24856.56,26.4256,0.006813,0.006337
1980,1980,1.8407899e-4,1.363725,3.9107,26175.32,26.0887,0.007073,0.007504
1990,1990,1.8392305e-4,1.315770,3.7276,24559.50,25.9803,0.007062,0.007207
2000,2000,1.8376643e-4,1.190220,3.2878,26084.56,25.9175,0.006705,0.006286
2010,2010,1.8360914e-4,1.273758,3.5743,26107.15,25.9198,0.006861,0.006837
2020,2020,1.8345116e-4,1.311109,3.7103,26273.60,26.1307,0.006799,0.006850
2030,2030,1.8329252e-4,1.282911,3.6071,24934.23,26.1712,0.006694,0.006667
2040,2040,1.8313319e-4,1.107123,3.0256,25878.86,25.7331,0.006506,0.005912
2050,2050,1.8297319e-4,1.144702,3.1415,24549.10,25.7038,0.007499,0.006913
2060,2060,1.8281252e-4,1.212189,3.3608,23931.55,25.8011,0.007615,0.006898
2070,2070,1.8265119e-4,1.263108,3.5364,25834.96,25.7545,0.006874,0.006823
2080,2080,1.8248918e-4,1.184479,3.2690,25996.67,25.9056,0.007061,0.006202
2090,2090,1.823265e-4,1.177678,3.2468,25595.49,25.4365,0.007447,0.007001
2100,2100,1.8216317e-4,1.142732,3.1353,25747.92,25.6129,0.007364,0.006979
2110,2110,1.8199917e-4,1.409356,4.0933,24226.51,25.8578,0.007717,0.008340
2120,2120,1.8183452e-4,1.281438,3.6018,24035.57,25.7722,0.007013,0.006696
2130,2130,1.816692e-4,1.196621,3.3089,24684.24,25.8294,0.006930,0.006505
2140,2140,1.8150322e-4,1.369403,3.9330,26556.30,26.4119,0.007400,0.007278
2150,2150,1.8133657e-4,1.261531,3.5308,23993.01,25.9988,0.007284,0.006673
2160,2160,1.811693e-4,1.287737,3.6246,24807.82,26.0279,0.007214,0.006668
2170,2170,1.8100135e-4,1.270992,3.5644,24372.56,25.7879,0.007006,0.006626
2180,2180,1.8083275e-4,1.259608,3.5240,25866.82,25.7311,0.007078,0.006862
2190,2190,1.8066351e-4,1.186245,3.2748,25265.50,25.8151,0.007129,0.006970
2200,2200,1.8049362e-4,1.191243,3.2912,25969.50,25.7482,0.007960,0.007127
2210,2210,1.8032308e-4,1.228043,3.4145,23469.65,25.7975,0.007947,0.007245
2220,2220,1.8015191e-4,1.125862,3.0829,24629.67,25.7776,0.007161,0.006478
