step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
510,127,5e-4,1.991909,7.3295,2465.30,1.6621,0.092285,0.037230,10.312375,0.027651,0.035013,0.034347,0.034465,0.035148,0.032977,0.035274,0.046305
520,130,5e-4,1.918879,6.8133,3255.08,1.6970,0.090621,0.037606,9.724434,0.043317,0.033166,0.036615,0.033992,0.038466,0.033715,0.035360,0.052605
530,132,5e-4,1.873625,6.5119,2796.58,1.6492,0.091437,0.037589,9.533219,0.035297,0.032309,0.033024,0.031254,0.033408,0.033572,0.035291,0.058634
540,135,5e-4,1.899475,6.6824,2292.90,1.6091,0.094753,0.038569,10.052799,0.038886,0.037297,0.036694,0.033984,0.034812,0.034700,0.035756,0.057775
550,137,5e-4,1.838753,6.2887,2482.45,1.6077,0.094383,0.037943,9.619240,0.036935,0.036477,0.028521,0.035243,0.036372,0.033942,0.034370,0.048615
560,140,5e-4,1.864762,6.4544,2431.51,1.6819,0.095923,0.039251,9.677164,0.031135,0.032709,0.035470,0.032550,0.032985,0.035874,0.036519,0.061521
570,142,5e-4,1.807281,6.0939,3342.51,1.6053,0.096142,0.040403,9.560572,0.037801,0.036986,0.029802,0.033610,0.040094,0.037577,0.036512,0.053225
580,145,5e-4,1.735558,5.6721,2503.04,1.6626,0.094377,0.038042,8.979498,0.041275,0.035318,0.030966,0.035601,0.033714,0.035590,0.035271,0.053737
590,147,5e-4,1.751742,5.7646,2168.99,1.5810,0.100207,0.041292,9.334689,0.029805,0.041026,0.039252,0.033574,0.036128,0.036746,0.037676,0.061503
600,150,5e-4,1.719311,5.5807,2359.78,1.6519,0.098548,0.041597,8.974638,0.032303,0.034457,0.031880,0.035234,0.039890,0.036634,0.037665,0.061612
610,152,5e-4,1.763683,5.8339,2293.25,1.6449,0.099317,0.040721,9.153440,0.036105,0.034925,0.034371,0.033523,0.037930,0.036664,0.037095,0.057164
620,155,5e-4,1.699871,5.4732,2475.95,1.6658,0.100508,0.043796,8.861569,0.040798,0.045952,0.036502,0.040585,0.039330,0.038899,0.042600,0.055247
630,157,5e-4,1.701598,5.4827,2782.08,1.6341,0.100355,0.042225,8.729216,0.035704,0.040334,0.036493,0.039298,0.035786,0.038797,0.038965,0.055238
640,160,5e-4,1.685119,5.3931,3008.53,1.6364,0.101286,0.043182,8.630738,0.041502,0.044938,0.037011,0.043241,0.037819,0.040171,0.041828,0.072179
650,162,5e-4,1.668919,5.3064,2173.32,1.6064,0.101458,0.042887,8.740356,0.031029,0.039938,0.039357,0.036924,0.037165,0.039018,0.040527,0.062920
660,165,5e-4,1.673208,5.3292,3015.80,1.5900,0.104198,0.043447,8.842638,0.042558,0.042136,0.047988,0.037067,0.039925,0.039094,0.041276,0.050905
670,167,5e-4,1.631319,5.1106,2952.18,1.6227,0.103579,0.042930,8.423281,0.040991,0.037321,0.035118,0.037331,0.037370,0.037716,0.039716,0.058357
680,170,5e-4,1.684781,5.3913,2975.32,1.6926,0.107319,0.045070,8.591147,0.045962,0.040408,0.037846,0.036197,0.038725,0.039630,0.042247,0.061431
690,172,5e-4,1.621389,5.0601,2321.95,1.6813,0.107896,0.046247,8.359612,0.034437,0.045387,0.034992,0.040968,0.040854,0.039631,0.043416,0.067391
700,175,5e-4,1.578824,4.8493,2934.32,1.7012,0.106236,0.042494,8.154061,0.033000,0.037945,0.037515,0.035653,0.036473,0.036171,0.042152,0.087826
710,177,5e-4,1.632972,5.1191,2903.18,1.5557,0.110025,0.046084,8.638941,0.043929,0.040407,0.042174,0.038192,0.038887,0.041218,0.042235,0.059732
720,180,5e-4,1.541524,4.6717,2289.53,1.6823,0.106944,0.044458,7.831336,0.037786,0.040688,0.036876,0.036247,0.039017,0.039133,0.042221,0.070319
730,182,5e-4,1.567526,4.7948,2469.99,1.5891,0.109247,0.045460,8.284695,0.038940,0.041771,0.042506,0.037412,0.040933,0.039604,0.043196,0.062440
740,185,5e-4,1.495618,4.4621,2992.73,1.6464,0.108905,0.044966,7.713286,0.054962,0.046956,0.033463,0.040367,0.038378,0.037919,0.041901,0.069111
750,187,5e-4,1.564907,4.7822,3005.54,1.6367,0.112551,0.047524,8.051081,0.048686,0.046835,0.039220,0.041963,0.041737,0.041768,0.042939,0.068475
760,190,5e-4,1.558902,4.7536,2549.72,1.6347,0.112526,0.047979,8.160714,0.042631,0.041457,0.036220,0.041461,0.041261,0.043247,0.044531,0.071589
770,192,5e-4,1.602780,4.9668,2167.45,1.5621,0.117318,0.048856,8.574995,0.056295,0.047905,0.039992,0.040118,0.039373,0.046047,0.046647,0.067367
780,195,5e-4,1.482706,4.4049,2777.42,1.5901,0.117025,0.050469,7.841596,0.055586,0.046813,0.042348,0.043228,0.043546,0.046307,0.049383,0.067188
790,197,5e-4,1.454532,4.2825,2252.36,1.6332,0.113104,0.046924,7.553070,0.044563,0.040867,0.043925,0.039189,0.041033,0.041600,0.043516,0.088830
800,200,5e-4,1.575364,4.8325,2378.06,1.5920,0.117534,0.050162,8.349998,0.039497,0.041940,0.043432,0.041989,0.045396,0.042156,0.047563,0.091265
810,202,5e-4,1.485843,4.4187,2852.73,1.5965,0.117831,0.049536,7.732431,0.046166,0.049338,0.045210,0.042269,0.044908,0.043665,0.046043,0.065275
820,205,5e-4,1.416649,4.1233,2672.26,1.6831,0.113746,0.046945,7.182587,0.040951,0.036006,0.042485,0.041526,0.040072,0.041405,0.044751,0.063352
830,207,5e-4,1.434134,4.1960,2360.48,1.6123,0.119654,0.049451,7.426938,0.055425,0.052633,0.042533,0.043076,0.042859,0.042439,0.047608,0.070024
840,210,5e-4,1.421130,4.1418,1946.08,1.6914,0.119100,0.049874,7.223963,0.042074,0.049663,0.042186,0.041258,0.041688,0.043849,0.050545,0.096473
850,212,5e-4,1.398015,4.0472,3110.51,1.6319,0.121835,0.050808,7.119897,0.048861,0.043552,0.042780,0.043872,0.045204,0.045837,0.048525,0.066801
860,215,5e-4,1.443293,4.2346,2616.15,1.6325,0.123158,0.051233,7.453023,0.047126,0.050724,0.046141,0.043729,0.044989,0.047515,0.046076,0.063483
870,217,5e-4,1.396644,4.0416,2942.02,1.6079,0.120451,0.050921,7.161187,0.057491,0.051373,0.045633,0.044729,0.046626,0.045804,0.048898,0.062703
880,220,5e-4,1.484330,4.4120,2343.02,1.6346,0.123518,0.053050,7.717069,0.044051,0.056082,0.042080,0.047725,0.047655,0.048276,0.051068,0.090750
890,222,5e-4,1.402266,4.0644,2810.38,1.6092,0.122820,0.051849,7.229515,0.045966,0.047425,0.048941,0.050014,0.047516,0.046461,0.047774,0.063042
900,225,5e-4,1.411269,4.1012,2629.49,1.6234,0.125308,0.055057,7.416686,0.062170,0.047621,0.064844,0.046767,0.048750,0.049352,0.052538,0.078332
910,227,5e-4,1.381938,3.9826,2256.06,1.6198,0.123645,0.054000,7.157197,0.042375,0.049581,0.040824,0.046220,0.048355,0.046952,0.053822,0.097030
920,230,5e-4,1.438454,4.2142,2963.50,1.6731,0.121386,0.052316,7.393342,0.051942,0.055848,0.047868,0.041454,0.045569,0.047250,0.048259,0.074512
930,232,5e-4,1.395696,4.0378,2468.22,1.6183,0.123300,0.051483,7.195733,0.056346,0.048533,0.049625,0.049033,0.045630,0.047846,0.048536,0.065128
940,235,5e-4,1.389176,4.0115,2333.54,1.6360,0.125107,0.053062,7.298502,0.054871,0.049734,0.044665,0.046415,0.048387,0.046634,0.050398,0.080423
950,237,5e-4,1.308549,3.7008,2283.46,1.6397,0.125528,0.053254,6.751966,0.057385,0.050841,0.047009,0.047625,0.045789,0.051729,0.051073,0.076814
960,240,5e-4,1.304248,3.6849,2302.97,1.6582,0.125715,0.054358,6.689210,0.052541,0.055950,0.049534,0.047863,0.048448,0.050057,0.050854,0.078656
970,242,5e-4,1.387873,4.0063,2332.85,1.6237,0.127814,0.054080,7.260641,0.042199,0.066020,0.044631,0.046121,0.049810,0.048451,0.051170,0.078972
980,245,5e-4,1.395202,4.0358,2401.64,1.6023,0.126758,0.052623,7.391837,0.053719,0.049451,0.050329,0.046268,0.044806,0.047092,0.050745,0.063756
990,247,5e-4,1.311624,3.7122,2273.98,1.6048,0.124323,0.052423,6.831409,0.061350,0.046823,0.044768,0.047100,0.045477,0.046996,0.048695,0.067956
1000,250,5e-4,1.495275,4.4606,2392.31,1.5625,0.133867,0.056004,8.179813,0.057829,0.063516,0.058831,0.046836,0.051619,0.050274,0.050616,0.081589
1010,252,5e-4,1.320316,3.7446,2430.86,1.5971,0.130749,0.056300,6.837067,0.043053,0.045449,0.051041,0.046096,0.049973,0.049508,0.054932,0.080348
1020,255,5e-4,1.368672,3.9301,2759.73,1.6457,0.129613,0.053762,7.027782,0.049150,0.059539,0.053635,0.048908,0.047919,0.049700,0.050246,0.067798
1030,257,5e-4,1.292845,3.6431,3332.61,1.6034,0.132096,0.055244,6.658063,0.050651,0.052868,0.056255,0.050279,0.051989,0.053422,0.050719,0.061819
1040,260,5e-4,1.262836,3.5354,2673.06,1.6168,0.129588,0.055125,6.566676,0.056922,0.048512,0.052128,0.048981,0.048405,0.050587,0.054745,0.064694
1050,262,5e-4,1.274332,3.5763,2828.57,1.6079,0.128908,0.055695,6.528069,0.048549,0.057224,0.052386,0.049408,0.049150,0.052196,0.051801,0.076622
1060,265,5e-4,1.389842,4.0142,2977.68,1.6429,0.131743,0.055856,7.189013,0.050127,0.047123,0.046038,0.051044,0.048437,0.051483,0.051985,0.070167
1070,267,5e-4,1.318727,3.7387,2583.50,1.5753,0.130890,0.055107,6.969554,0.045109,0.047768,0.047526,0.050243,0.048195,0.049504,0.052814,0.069843
1080,270,5e-4,1.280965,3.6001,2337.48,1.6442,0.129053,0.055355,6.663683,0.055815,0.045950,0.051431,0.050299,0.048958,0.050287,0.054933,0.071655
1090,272,5e-4,1.322858,3.7541,2951.55,1.6351,0.132071,0.056579,6.875110,0.046148,0.059435,0.044883,0.048724,0.049875,0.049889,0.052136,0.070924
1100,275,5e-4,1.327013,3.7698,2680.74,1.6344,0.135540,0.057312,6.921119,0.056082,0.061474,0.050559,0.049541,0.052489,0.053168,0.054452,0.065745
1110,277,5e-4,1.212077,3.3605,2451.30,1.6842,0.131075,0.056700,6.163753,0.058000,0.061017,0.056926,0.050953,0.051083,0.050619,0.053860,0.081397
1120,280,5e-4,1.256930,3.5146,3218.44,1.7032,0.130865,0.056097,6.317897,0.053738,0.046171,0.050193,0.047372,0.049779,0.053675,0.057388,0.059020
1130,282,5e-4,1.252247,3.4982,2353.00,1.6355,0.131113,0.056577,6.461337,0.053974,0.054041,0.053832,0.050158,0.051477,0.051971,0.053826,0.067531
1140,285,5e-4,1.287031,3.6220,2530.12,1.6717,0.131447,0.055971,6.649930,0.066542,0.054585,0.050884,0.051506,0.050835,0.051169,0.051557,0.067427
1150,287,5e-4,1.181341,3.2587,2136.44,1.7393,0.130098,0.056654,6.023994,0.053315,0.054826,0.051769,0.052575,0.049975,0.051589,0.056898,0.072109
1160,290,5e-4,1.183897,3.2671,2542.26,1.7736,0.129255,0.056981,5.935715,0.050533,0.057520,0.046916,0.052410,0.052181,0.056115,0.054052,0.075036
1170,292,5e-4,1.266124,3.5471,2969.52,1.6664,0.137592,0.058987,6.605230,0.052065,0.057297,0.058084,0.053343,0.050557,0.057602,0.055904,0.069266
1180,295,5e-4,1.224054,3.4009,2694.66,1.6667,0.134662,0.057240,6.438427,0.055429,0.051147,0.052211,0.053725,0.049339,0.052520,0.055117,0.073357
1190,297,5e-4,1.209381,3.3514,3099.39,1.7012,0.133090,0.057807,6.225272,0.058992,0.048179,0.050648,0.051521,0.050850,0.053624,0.055926,0.077413
1200,300,5e-4,1.247550,3.4818,2363.94,1.7197,0.135601,0.057558,6.433363,0.055126,0.050063,0.051219,0.046489,0.051833,0.050430,0.055648,0.082787
1210,302,5e-4,1.196343,3.3080,2738.55,1.6484,0.133093,0.058312,6.215068,0.052892,0.048055,0.052260,0.052116,0.052402,0.055483,0.057895,0.068060
1220,305,5e-4,1.150074,3.1584,2240.59,1.7324,0.132509,0.056906,5.891004,0.050778,0.059668,0.052446,0.052821,0.055321,0.054058,0.057364,0.062054
1230,307,5e-4,1.214239,3.3677,2902.63,1.6407,0.136133,0.060124,6.342959,0.059203,0.059629,0.061306,0.053816,0.053602,0.055680,0.060396,0.082108
1240,310,5e-4,1.269893,3.5605,2618.20,1.7177,0.136455,0.060140,6.522249,0.066107,0.060978,0.055185,0.051602,0.054294,0.054364,0.056906,0.071393
1250,312,5e-4,1.176457,3.2429,2313.50,1.6775,0.138255,0.060669,6.139648,0.066720,0.064099,0.054667,0.052655,0.059605,0.056863,0.057676,0.079523
1260,315,5e-4,1.163268,3.2004,2362.08,1.6988,0.135868,0.059361,6.007909,0.055599,0.052792,0.056535,0.057217,0.054016,0.057167,0.056582,0.072154
1270,317,5e-4,1.167090,3.2126,2206.05,1.6843,0.135874,0.060766,6.027242,0.061204,0.065364,0.059014,0.055898,0.057339,0.055173,0.058621,0.077969
1280,320,5e-4,1.135606,3.1131,2456.72,1.7069,0.133727,0.060777,5.880586,0.045160,0.058260,0.055273,0.055246,0.053194,0.056192,0.060036,0.077391
1290,322,5e-4,1.151310,3.1623,2434.17,1.6542,0.136987,0.060095,6.064601,0.053284,0.058410,0.061631,0.054190,0.052415,0.055421,0.059326,0.079426
1300,325,5e-4,1.152809,3.1671,3426.74,1.6527,0.140135,0.061417,6.024311,0.066056,0.067124,0.058557,0.054676,0.057404,0.057459,0.058416,0.069105
1310,327,5e-4,1.157080,3.1806,3664.23,1.6492,0.138423,0.059829,5.947080,0.066749,0.050894,0.055323,0.059332,0.058866,0.057476,0.056633,0.068983
1320,330,5e-4,1.102868,3.0128,2143.47,1.6518,0.136583,0.060114,5.776909,0.062456,0.056901,0.050844,0.052146,0.054023,0.056569,0.059213,0.084585
1330,332,5e-4,1.135235,3.1119,2782.30,1.6640,0.136275,0.060508,5.693445,0.053101,0.049439,0.054110,0.057534,0.055600,0.056733,0.059907,0.068746
1340,335,5e-4,1.159647,3.1888,2229.96,1.6362,0.138477,0.062360,6.051330,0.065278,0.060639,0.057971,0.058343,0.058547,0.057482,0.061043,0.071972
1350,337,5e-4,1.117791,3.0581,2606.76,1.6059,0.137228,0.060663,5.835415,0.064878,0.051711,0.054036,0.051313,0.054642,0.056478,0.059412,0.069124
1360,340,5e-4,1.260089,3.5257,2371.84,1.6205,0.142572,0.064845,6.545779,0.061550,0.064948,0.056584,0.058925,0.058611,0.057998,0.061568,0.086474
1370,342,5e-4,1.154527,3.1725,2750.14,1.6024,0.138403,0.062670,5.978736,0.069114,0.055408,0.057801,0.054852,0.057259,0.056726,0.060914,0.077431
1380,345,5e-4,1.123033,3.0742,2221.02,1.6618,0.139488,0.063273,5.883929,0.061760,0.059884,0.054679,0.056038,0.056547,0.055027,0.060936,0.086738
1390,347,5e-4,1.084917,2.9592,2124.20,1.6696,0.136859,0.060347,5.488540,0.059016,0.057563,0.052168,0.053085,0.055259,0.055822,0.060963,0.094721
1400,350,5e-4,1.148033,3.1520,2546.78,1.6383,0.144041,0.066507,5.933599,0.062462,0.062761,0.064806,0.065910,0.063836,0.062859,0.062454,0.074652
1410,352,5e-4,1.180576,3.2562,2761.16,1.6061,0.146729,0.065799,6.075950,0.056446,0.059890,0.057445,0.055125,0.060577,0.063417,0.063951,0.074701
1420,355,5e-4,1.111102,3.0377,2639.60,1.6318,0.144290,0.065044,5.734723,0.070346,0.072707,0.059305,0.054135,0.058748,0.060853,0.063250,0.078996
1430,357,5e-4,1.118964,3.0617,2486.34,1.5883,0.144463,0.066051,5.856837,0.051863,0.068355,0.061344,0.064074,0.062647,0.063412,0.063280,0.073947
1440,360,5e-4,1.061188,2.8898,2529.04,1.6626,0.138462,0.062685,5.483727,0.066549,0.073388,0.060231,0.059751,0.061034,0.061140,0.058255,0.071673
1450,362,5e-4,1.086482,2.9638,2046.36,1.5870,0.139351,0.063073,5.789013,0.051610,0.054594,0.056909,0.058817,0.056644,0.058991,0.063146,0.081688
1460,365,5e-4,1.216204,3.3744,2047.72,1.5900,0.144727,0.064744,6.537302,0.058399,0.058874,0.056910,0.065287,0.058206,0.059423,0.064842,0.109052
1470,367,5e-4,1.049562,2.8564,2489.20,1.6479,0.135579,0.060471,5.339660,0.053406,0.065655,0.058789,0.058058,0.055438,0.054486,0.059111,0.071770
1480,370,5e-4,1.102676,3.0122,2547.79,1.6565,0.142276,0.063204,5.682946,0.070314,0.054084,0.056346,0.057501,0.058249,0.058948,0.061138,0.073503
1490,372,5e-4,1.103645,3.0151,2996.73,1.6205,0.141768,0.063881,5.667841,0.086697,0.068060,0.068231,0.059347,0.056958,0.060252,0.060549,0.082984
1500,375,5e-4,1.062112,2.8925,2119.38,1.6332,0.139875,0.062459,5.596831,0.062318,0.056834,0.059239,0.058451,0.057257,0.057398,0.061396,0.078141
1510,377,5e-4,1.183493,3.2658,2412.86,1.5695,0.148071,0.066872,6.339603,0.053904,0.057837,0.070925,0.067968,0.060106,0.063309,0.063404,0.078868
1520,380,5e-4,1.137638,3.1194,2253.29,1.6190,0.144714,0.066282,6.022813,0.050348,0.057254,0.063460,0.058410,0.060744,0.062405,0.064287,0.095921
1530,382,5e-4,1.118024,3.0588,2474.99,1.6219,0.143899,0.065675,5.784704,0.052047,0.058646,0.056476,0.058083,0.059308,0.060815,0.064833,0.086490
1540,385,5e-4,1.116736,3.0549,2571.77,1.6218,0.145346,0.066770,5.839064,0.086588,0.070192,0.065045,0.060826,0.058967,0.061920,0.064470,0.080983
1550,387,5e-4,1.074974,2.9299,2154.53,1.6321,0.140526,0.065308,5.530014,0.071858,0.056240,0.060682,0.059173,0.056464,0.059650,0.063447,0.081092
1560,390,5e-4,1.162854,3.1990,2442.25,1.5960,0.144724,0.065988,6.174693,0.055848,0.060657,0.063550,0.063067,0.057846,0.059840,0.064288,0.080842
1570,392,5e-4,1.238891,3.4518,2951.80,1.5697,0.151218,0.067323,6.589694,0.056902,0.053488,0.054066,0.060020,0.059373,0.064669,0.063699,0.082807
1580,395,5e-4,1.034316,2.8132,2163.19,1.6338,0.143060,0.065445,5.366106,0.054624,0.058573,0.059302,0.051838,0.063313,0.062034,0.065504,0.080887
1590,397,5e-4,1.134481,3.1096,2376.38,1.5543,0.149567,0.067919,6.069277,0.050092,0.074941,0.063954,0.057975,0.057916,0.062510,0.068041,0.083929
1600,400,5e-4,1.073049,2.9243,2681.24,1.6906,0.144512,0.064903,5.463356,0.058165,0.058990,0.054744,0.059403,0.057625,0.062366,0.063109,0.075544
1610,402,5e-4,1.072676,2.9232,2230.06,1.6335,0.144720,0.065216,5.537751,0.063221,0.061825,0.061089,0.054123,0.057396,0.063194,0.063006,0.077865
1620,405,5e-4,1.138189,3.1211,3454.57,1.6398,0.146443,0.066296,5.974007,0.049451,0.059306,0.059875,0.055840,0.061657,0.064363,0.066225,0.073845
